Docket Number,Violation Date,Violation Address,Issuing Department Code,Imposed Fine Detailed
22DS04135M,02/09/2022,7059 S HALSTED ST,STRTSAN,$0.00
22DS04135M,02/09/2022,7059 S HALSTED ST,STRTSAN,$500.00
22DS04136M,02/09/2022,6530 S MORGAN ST,STRTSAN,$0.00
22DS04136M,02/09/2022,6530 S MORGAN ST,STRTSAN,$150.00
22DS04136M,02/09/2022,6530 S MORGAN ST,STRTSAN,$300.00
22DS04145M,02/05/2022,6349 S ELIZABETH ST,STRTSAN,$500.00
22DS04146M,02/05/2022,6446 S MAY ST,STRTSAN,$500.00
22DS04149M,02/05/2022,5849 S BISHOP ST,STRTSAN,$0.00
22DS04149M,02/05/2022,5849 S BISHOP ST,STRTSAN,$50.00
22DS04150M,02/05/2022,5801 S PEORIA ST,STRTSAN,$50.00
22DS04151M,02/05/2022,5757 S PEORIA ST,STRTSAN,$500.00
22DS04152M,02/05/2022,6432 S ABERDEEN ST,STRTSAN,$500.00
22DS04153M,02/05/2022,5753 S PEORIA ST,STRTSAN,$500.00
22DS04154M,02/05/2022,6224 S ABERDEEN ST,STRTSAN,$500.00
22DS04156M,02/05/2022,5722 S SANGAMON ST,STRTSAN,$150.00
22DS04157M,02/05/2022,5710 S PEORIA ST,STRTSAN,$150.00
22DS04158M,02/05/2022,5744 S SANGAMON ST,STRTSAN,$500.00
22DS04159M,02/05/2022,1801 W 63RD ST,STRTSAN,$150.00
22DS04160M,02/05/2022,6825 S WINCHESTER AVE,STRTSAN,$500.00
22DS04161M,02/05/2022,6301 S DAMEN AVE,STRTSAN,$500.00
22DS04161M,02/05/2022,6301 S DAMEN AVE,STRTSAN,$600.00
22DS04162M,02/09/2022,5727 S PEORIA ST,STRTSAN,$500.00
22DS04163M,02/05/2022,1740 W 63RD ST,STRTSAN,$150.00
22DS04164M,02/09/2022,5730 S GREEN ST,STRTSAN,$0.00
22DS04164M,02/09/2022,5730 S GREEN ST,STRTSAN,$500.00
22DS04165M,02/05/2022,2000 W 69TH ST,STRTSAN,$0.00
22DS04165M,02/05/2022,2000 W 69TH ST,STRTSAN,$300.00
22DS04166M,02/05/2022,1641 W 63RD ST,STRTSAN,$500.00
22DS04167M,02/05/2022,1643 W 63RD ST,STRTSAN,$0.00
22DS04170M,02/07/2022,2551 W CERMAK RD,STRTSAN,$500.00
22DS04172M,02/05/2022,6249 S WOLCOTT AVE,STRTSAN,$500.00
22DS04174M,02/05/2022,1950 W 63RD ST,STRTSAN,$500.00
22DS04176M,02/07/2022,6301 S WESTERN AVE,STRTSAN,$0.00
22DS04176M,02/07/2022,6301 S WESTERN AVE,STRTSAN,$500.00
22DS04178M,02/07/2022,1614 W 47TH ST,STRTSAN,$0.00
22DS04178M,02/07/2022,1614 W 47TH ST,STRTSAN,$150.00
22DS04179M,02/07/2022,6128 S WESTERN AVE,STRTSAN,$50.00
22DS04186M,02/07/2022,1923 W 59TH ST,STRTSAN,$0.00
22DS04186M,02/07/2022,1923 W 59TH ST,STRTSAN,$500.00
22DS04188M,02/07/2022,1850 W 59TH ST,STRTSAN,$500.00
22DS04189M,02/07/2022,1854 W 59TH ST,STRTSAN,$150.00
22DS04190M,02/08/2022,1637 W 59TH ST,STRTSAN,$150.00
22DS04191M,02/08/2022,6220 S DAMEN AVE,STRTSAN,$0.00
22DS04191M,02/08/2022,6220 S DAMEN AVE,STRTSAN,$500.00
22DS04191M,02/08/2022,6220 S DAMEN AVE,STRTSAN,$600.00
22DS04192M,02/08/2022,6238 S DAMEN AVE,STRTSAN,$0.00
22DS04192M,02/08/2022,6238 S DAMEN AVE,STRTSAN,$200.00
22DS04192M,02/08/2022,6238 S DAMEN AVE,STRTSAN,$500.00
22DS04192M,02/08/2022,6238 S DAMEN AVE,STRTSAN,"$2,500.00"
22DS04194M,02/08/2022,1715 W 59TH ST,STRTSAN,$0.00
22DS04197M,02/08/2022,1901 W 59TH ST,STRTSAN,$150.00
22DS04197M,02/08/2022,1901 W 59TH ST,STRTSAN,$300.00
22DS04202M,02/04/2022,2435 W 64TH ST,STRTSAN,$150.00
22DS04202M,02/04/2022,2435 W 64TH ST,STRTSAN,$500.00
22DS04209M,02/09/2022,6201 S KOLMAR AVE,STRTSAN,$150.00
22DS04210M,02/09/2022,5621 S CARPENTER ST,STRTSAN,$50.00
22DS04211M,02/09/2022,5742 S CARPENTER ST,STRTSAN,$0.00
22DS04211M,02/09/2022,5742 S CARPENTER ST,STRTSAN,$150.00
22DS04211M,02/09/2022,5742 S CARPENTER ST,STRTSAN,$300.00
22DS04216M,02/09/2022,5738 S CARPENTER ST,STRTSAN,$50.00
22DS04220M,02/09/2022,6105 S GREEN ST,STRTSAN,$500.00
22DS04221M,02/09/2022,6408 S SANGAMON ST,STRTSAN,$150.00
22DS04225M,02/05/2022,1236 W 64TH ST,STRTSAN,$500.00
22DS04227M,02/05/2022,6422 S MAY ST,STRTSAN,$500.00
22DS04229M,02/05/2022,5722 S PEORIA ST,STRTSAN,$150.00
22DS04234M,02/05/2022,5848 S PEORIA ST,STRTSAN,$0.00
22DS04235M,02/05/2022,6410 S MAY ST,STRTSAN,$150.00
22DS04238M,02/05/2022,5726 S SANGAMON ST,STRTSAN,$500.00
22DS04239M,02/05/2022,5734 S SANGAMON ST,STRTSAN,$150.00
22DS04241M,02/05/2022,5759 S SANGAMON ST,STRTSAN,$500.00
22DS04242M,02/05/2022,5756 S SANGAMON ST,STRTSAN,$500.00
22DS04244M,02/05/2022,1953 W 63RD ST,STRTSAN,$500.00
22DS04246M,02/05/2022,1651 W 63RD ST,STRTSAN,$0.00
22DS04247M,02/05/2022,1510 W GARFIELD BLVD,STRTSAN,$500.00
22DS04249M,02/05/2022,5435 S JUSTINE ST,STRTSAN,$500.00
22DS04250M,02/05/2022,6248 S MARSHFIELD AVE,STRTSAN,$0.00
22DS04251M,02/05/2022,3621 W 69TH ST,STRTSAN,$0.00
22DS04251M,02/05/2022,3621 W 69TH ST,STRTSAN,$150.00
22DS04251M,02/05/2022,3621 W 69TH ST,STRTSAN,$200.00
22DS04251M,02/05/2022,3621 W 69TH ST,STRTSAN,$500.00
22DS04252M,02/05/2022,2033 W 69TH ST,STRTSAN,$500.00
22DS04253M,02/08/2022,1743 W 59TH ST,STRTSAN,$150.00
22DS04253M,02/08/2022,1743 W 59TH ST,STRTSAN,$500.00
22DS04254M,02/05/2022,1824 W 63RD ST,STRTSAN,$50.00
22DS04258M,02/07/2022,4710 S WESTERN AVE,STRTSAN,$0.00
22DS04259M,02/08/2022,27 S SANGAMON ST,STRTSAN,$150.00
22DS04272M,02/08/2022,1745 W 59TH ST,STRTSAN,$150.00
22DS04272M,02/08/2022,1745 W 59TH ST,STRTSAN,$500.00
22DS04274M,02/09/2022,6114 S GREEN ST,STRTSAN,$500.00
22DS04276M,02/09/2022,6120 S GREEN ST,STRTSAN,$500.00
22DS04277M,02/08/2022,1721 W 59TH ST,STRTSAN,$0.00
22DS04277M,02/08/2022,1721 W 59TH ST,STRTSAN,$500.00
22DS04278M,02/08/2022,1721 W 59TH ST,STRTSAN,$50.00
22DS04279M,02/09/2022,6124 S GREEN ST,STRTSAN,$150.00
22DS04280M,02/09/2022,6130 S GREEN ST,STRTSAN,$500.00
22DS04281M,02/09/2022,5757 S PEORIA ST,STRTSAN,$500.00
22DS04282M,02/08/2022,6200 S DAMEN AVE,STRTSAN,$150.00
22DS04282M,02/08/2022,6200 S DAMEN AVE,STRTSAN,$300.00
22DS04283M,02/09/2022,5749 S PEORIA ST,STRTSAN,$0.00
22DS04283M,02/09/2022,5749 S PEORIA ST,STRTSAN,$500.00
22DS04284M,02/08/2022,932 W 59TH ST,STRTSAN,$0.00
22DS04284M,02/08/2022,932 W 59TH ST,STRTSAN,$500.00
22DS04284M,02/08/2022,932 W 59TH ST,STRTSAN,"$1,000.00"
22DS04284M,02/08/2022,932 W 59TH ST,STRTSAN,"$5,000.00"
22DS04289M,02/09/2022,6337 S ADA ST,STRTSAN,$150.00
22DS04293M,02/09/2022,6101 S WOOD ST,STRTSAN,$0.00
22DS04294M,02/09/2022,6343 S THROOP ST,STRTSAN,$0.00
22DS04294M,02/09/2022,6343 S THROOP ST,STRTSAN,$500.00
22DS04295M,02/09/2022,5613 S CARPENTER ST,STRTSAN,$500.00
22DS04297M,02/09/2022,5740 S CARPENTER ST,STRTSAN,$500.00
22DS04298M,02/09/2022,6137 S THROOP ST,STRTSAN,$500.00
22DS04299M,02/09/2022,6420 S MORGAN ST,STRTSAN,$500.00
22DS04300M,02/08/2022,1737 W 59TH ST,STRTSAN,$150.00
22DS04301M,02/09/2022,6426 S SANGAMON ST,STRTSAN,$0.00
22DS04301M,02/09/2022,6426 S SANGAMON ST,STRTSAN,$500.00
22DS04301M,02/09/2022,6426 S SANGAMON ST,STRTSAN,$600.00
22DS04303M,02/09/2022,6041 S MORGAN ST,STRTSAN,$500.00
22DS04335M,02/10/2022,1901 W 59TH ST,STRTSAN,$150.00
22DS04345M,02/10/2022,1741 W 79TH ST,STRTSAN,$500.00
22DS04345M,02/10/2022,1741 W 79TH ST,STRTSAN,$600.00
22DS04355M,02/08/2022,4710 S WESTERN AVE,STRTSAN,$0.00
22DS04355M,02/08/2022,4710 S WESTERN AVE,STRTSAN,$150.00
22DS04357M,02/11/2022,6448 S ABERDEEN ST,STRTSAN,$0.00
22DS04357M,02/11/2022,6448 S ABERDEEN ST,STRTSAN,$500.00
22DS04357M,02/11/2022,6448 S ABERDEEN ST,STRTSAN,$600.00
22DS04368M,02/11/2022,5900 S LOOMIS BLVD,STRTSAN,$500.00
22DS04368M,02/11/2022,5900 S LOOMIS BLVD,STRTSAN,$600.00
22DS04368M,02/11/2022,5900 S LOOMIS BLVD,STRTSAN,"$1,000.00"
22DS04370M,02/11/2022,6159 S ARTESIAN AVE,STRTSAN,$0.00
22DS04370M,02/11/2022,6159 S ARTESIAN AVE,STRTSAN,$500.00
22DS04370M,02/11/2022,6159 S ARTESIAN AVE,STRTSAN,$600.00
22DS04371M,02/11/2022,6441 S ABERDEEN ST,STRTSAN,$0.00
22DS04377M,02/11/2022,6459 S ABERDEEN ST,STRTSAN,$500.00
22DS04393M,02/14/2022,7356 N ASHLAND BLVD,STRTSAN,$150.00
22DS04400M,02/14/2022,4400 S WASHTENAW AVE,STRTSAN,$0.00
22DS04401M,02/14/2022,6149 S LOOMIS BLVD,STRTSAN,$150.00
22DS04401M,02/14/2022,6149 S LOOMIS BLVD,STRTSAN,$600.00
22DS04410M,02/14/2022,4335 S HONORE ST,STRTSAN,$0.00
22DS04411M,02/14/2022,4331 S HONORE ST,STRTSAN,$0.00
22DS04411M,02/14/2022,4331 S HONORE ST,STRTSAN,$150.00
22DS04411M,02/14/2022,4331 S HONORE ST,STRTSAN,$300.00
22DS04428M,02/15/2022,1320 W MORSE AVE,STRTSAN,$150.00
22DS04527M,01/27/2022,346 E 75TH ST,STRTSAN,$500.00
22DS04583M,02/15/2022,1244 W 57TH ST,STRTSAN,$0.00
22DS04583M,02/15/2022,1244 W 57TH ST,STRTSAN,$300.00
22DS04587M,02/15/2022,4318 S GREENWOOD AVE,STRTSAN,$500.00
22DS04587M,02/15/2022,4318 S GREENWOOD AVE,STRTSAN,$600.00
22DS04683M,02/18/2022,5936 S UNION AVE,STRTSAN,$0.00
22DS04683M,02/18/2022,5936 S UNION AVE,STRTSAN,$150.00
22DS04683M,02/18/2022,5936 S UNION AVE,STRTSAN,$300.00
22DS04683M,02/18/2022,5936 S UNION AVE,STRTSAN,$500.00
22DS04683M,02/18/2022,5936 S UNION AVE,STRTSAN,$600.00
22DS04692M,02/10/2022,6137 W DIVERSEY AVE,STRTSAN,$50.00
22DS04795M,02/18/2022,2820 W 63RD ST,STRTSAN,$0.00
22DS04795M,02/18/2022,2820 W 63RD ST,STRTSAN,$500.00
22DS04795M,02/18/2022,2820 W 63RD ST,STRTSAN,$600.00
22DS05033M,02/28/2022,3237 W ARMITAGE AVE,STRTSAN,$0.00
22DS05033M,02/28/2022,3237 W ARMITAGE AVE,STRTSAN,$300.00
22DS05033M,02/28/2022,3237 W ARMITAGE AVE,STRTSAN,$500.00
22DS05749M,03/11/2022,7001 S MERRILL AVE,STRTSAN,$50.00
22DS05749M,03/11/2022,7001 S MERRILL AVE,STRTSAN,$500.00
23DS04367M,02/02/2023,7433 N WOLCOTT AVE,STRTSAN,$150.00
23DS09560M,02/02/2023,2659 S TRUMBULL AVE,STRTSAN,$500.00
23DS09560M,02/02/2023,2659 S TRUMBULL AVE,STRTSAN,"$2,500.00"
23DS09565M,01/30/2023,6741 S CAMPBELL AVE,STRTSAN,$500.00
23DS10124M,11/21/2022,6208 S MAY ST,STRTSAN,$500.00
23DS10124M,11/21/2022,6208 S MAY ST,STRTSAN,$600.00
23DS10124M,11/21/2022,6208 S MAY ST,STRTSAN,"$1,200.00"
23DS11895M,02/01/2023,3017 W FULLERTON AVE,STRTSAN,$150.00
23DS11895M,02/01/2023,3017 W FULLERTON AVE,STRTSAN,$300.00
23DS12223M,01/27/2023,2413 W 59TH ST,STRTSAN,$0.00
23DS12223M,01/27/2023,2413 W 59TH ST,STRTSAN,$200.00
23DS12463M,01/30/2023,6725 S CAMPBELL AVE,STRTSAN,$150.00
23DS12474M,01/31/2023,5514 S WOLCOTT AVE,STRTSAN,$150.00
23DS12476M,01/31/2023,1533 W GARFIELD BLVD,STRTSAN,$500.00
23DS12477M,01/31/2023,5544 S WOLCOTT AVE,STRTSAN,$500.00
23DS13066M,02/02/2023,2435 W 64TH ST,STRTSAN,$0.00
23DS13066M,02/02/2023,2435 W 64TH ST,STRTSAN,$500.00
23DS13127M,02/02/2023,6555 N ASHLAND AVE,STRTSAN,$500.00
23DS13151M,02/02/2023,2422 W 64 ST,STRTSAN,$150.00
23DS13237M,02/02/2023,7418 N PAULINA ST,STRTSAN,$0.00
18DT002526,11/30/2018,3401 W DIVERSEY ,TRANPORT,$110.00
18DT002526,11/30/2018,3401 W DIVERSEY ,TRANPORT,$150.00
18DT002527,11/30/2018,4225 W ARMITAGE ,TRANPORT,$110.00
18DT002527,11/30/2018,4225 W ARMITAGE ,TRANPORT,$150.00
18DT002529,11/30/2018,3057 N CICERO ,TRANPORT,$110.00
18DT002529,11/30/2018,3057 N CICERO ,TRANPORT,$150.00
18DT002533,11/30/2018,101 N JEFFERSON ST,TRANPORT,$500.00
18DT002534,11/29/2018,2403 N ORCHARD ST,TRANPORT,$0.00
18DT002534,11/29/2018,2403 N ORCHARD ST,TRANPORT,$100.00
18DT002534,11/29/2018,2403 N ORCHARD ST,TRANPORT,$500.00
18DT002535,11/29/2018,644 W SCHUBERT ,TRANPORT,$110.00
18DT002539,11/28/2018,951 W MARGATE TER ,TRANPORT,$0.00
18DT002540,11/28/2018,93  MCCTCHEN TER ,TRANPORT,$0.00
18DT002541,11/29/2018,448 W BARRY ,TRANPORT,$0.00
18DT002541,11/29/2018,448 W BARRY ,TRANPORT,$110.00
18DT002541,11/29/2018,448 W BARRY ,TRANPORT,$150.00
18DT002541,11/29/2018,448 W BARRY ,TRANPORT,$350.00
18DT002543,11/30/2018,6677 N OLIPHANT ,TRANPORT,$500.00
18DT002600,11/28/2018,300 W WASHINGTON ST,TRANPORT,$150.00
18DT002613,11/27/2018,3555 N CENTRAL ,TRANPORT,$110.00
18DT002614,11/28/2018,3522 W DIVERSEY ,TRANPORT,$110.00
18DT002614,11/28/2018,3522 W DIVERSEY ,TRANPORT,$150.00
18DT002615,11/27/2018,4010 W FULLERTON ,TRANPORT,$150.00
18DT002645,11/29/2018,4700 W MONTROSE ,TRANPORT,$110.00
18DT002646,11/29/2018,3049 W FULLERTON ,TRANPORT,$110.00
18DT002646,11/29/2018,3049 W FULLERTON ,TRANPORT,$150.00
18DT002655,11/28/2018,3200 W WASHINGTON ,TRANPORT,$110.00
18DT002655,11/28/2018,3200 W WASHINGTON ,TRANPORT,$150.00
19DT000127,11/28/2018,375 N MORGAN ST,TRANPORT,$500.00
19DT000168,01/14/2019,1606 W MADISON ST,TRANPORT,$150.00
19DT000168,01/14/2019,1606 W MADISON ST,TRANPORT,$500.00
19DT000169,01/14/2019,2 S HALSTED ST,TRANPORT,$110.00
19DT000170,01/14/2019,1005 W HURON ST,TRANPORT,$100.00
19DT000170,01/14/2019,1005 W HURON ST,TRANPORT,$500.00
19DT000171,01/14/2019,707 N CARPENTER ST,TRANPORT,$0.00
19DT000171,01/14/2019,707 N CARPENTER ST,TRANPORT,$500.00
19DT000277,01/15/2019,4305 W FULLERTON ,TRANPORT,$110.00
19DT000282,01/16/2019,4601 W ARMITAGE ,TRANPORT,$150.00
19DT000347,01/14/2019,951 W MARGATE ,TRANPORT,$500.00
19DT000348,01/01/2001,93  MCCUTCHEON TE ,TRANPORT,$500.00
19DT000352,01/18/2019,3109 W SCHUBERT ,TRANPORT,$150.00
19DT000353,01/22/2019,8801 S ASHLAND ,TRANPORT,$150.00
19DT000354,01/22/2019,8617 S ASHLAND ,TRANPORT,$150.00
19DT000355,01/22/2019,10208 S VINCENNES ,TRANPORT,$500.00
19DT000356,01/24/2019,10256 S KING DR ,TRANPORT,$150.00
19DT000357,01/24/2019,7855 S CRANDON ,TRANPORT,$0.00
19DT000357,01/24/2019,7855 S CRANDON ,TRANPORT,$150.00
19DT000357,01/24/2019,7855 S CRANDON ,TRANPORT,$500.00
19DT000358,01/22/2019,10239 S BEVERLY ,TRANPORT,$150.00
19DT000359,01/24/2019,721 E 103RD ST,TRANPORT,$110.00
19DT000359,01/24/2019,721 E 103RD ST,TRANPORT,$150.00
19DT000364,01/22/2019,9101 S STONY ISLAND ,TRANPORT,$500.00
19DT000365,01/16/2019,2504 W 47TH ST,TRANPORT,$150.00
19DT000366,01/22/2019,8700 S CONSTANCE ,TRANPORT,$150.00
19DT000367,01/16/2019,2501 W 47TH ST,TRANPORT,$150.00
19DT000372,01/29/2019,500 W 36TH ST,TRANPORT,$0.00
19DT000372,01/29/2019,500 W 36TH ST,TRANPORT,$100.00
19DT000372,01/29/2019,500 W 36TH ST,TRANPORT,$500.00
19DT000373,01/29/2019,3723 S SANGAMON ST,TRANPORT,$150.00
19DT000374,01/29/2019,538 W 43RD ST,TRANPORT,$500.00
19DT000375,01/29/2019,3959 S MORGAN ST,TRANPORT,$110.00
19DT000376,01/25/2019,159 N CARPENTER ST,TRANPORT,$150.00
19DT000376,01/25/2019,159 N CARPENTER ST,TRANPORT,$500.00
19DT000377,01/24/2019,723 N OGDEN ,TRANPORT,$150.00
19DT000378,01/25/2019,5050 S KING DR,TRANPORT,$500.00
19DT000379,01/24/2019,1119 W RANDOLPH ST,TRANPORT,$150.00
19DT000380,01/29/2019,214 W 31ST ST,TRANPORT,$0.00
19DT000380,01/29/2019,214 W 31ST ST,TRANPORT,$50.00
19DT000380,01/29/2019,214 W 31ST ST,TRANPORT,$500.00
19DT000381,01/28/2019,3459 N CENTRAL ,TRANPORT,$150.00
19DT000381,01/28/2019,3459 N CENTRAL ,TRANPORT,$500.00
19DT000390,01/24/2019,1140 W ERIE ST,TRANPORT,$110.00
19DT000391,01/29/2019,4101 S CALUMET ,TRANPORT,$0.00
19DT000392,01/24/2019,11 N GREEN ST,TRANPORT,$150.00
19DT000393,01/24/2019,1123 W RANDOLPH ST,TRANPORT,$500.00
19DT000394,01/23/2019,1354 S WABASH ,TRANPORT,$500.00
19DT000395,01/25/2019,1001 W GRAND ,TRANPORT,$150.00
19DT000395,01/25/2019,1001 W GRAND ,TRANPORT,$500.00
19DT000396,01/24/2019,1465 W ERIE ST,TRANPORT,$0.00
19DT000396,01/24/2019,1465 W ERIE ST,TRANPORT,$500.00
19DT000397,01/25/2019,1023 W LAKE ST,TRANPORT,$500.00
19DT000398,01/24/2019,3700 S WALLACE ST,TRANPORT,$110.00
19DT000399,01/23/2019,4540 W GEORGE ST,TRANPORT,$0.00
19DT000399,01/23/2019,4540 W GEORGE ST,TRANPORT,$150.00
19DT000400,01/23/2019,4552 W GEORGE ST,TRANPORT,$100.00
19DT000400,01/23/2019,4552 W GEORGE ST,TRANPORT,$150.00
19DT000401,01/23/2019,4564 W GEORGE ST,TRANPORT,$110.00
19DT000401,01/23/2019,4564 W GEORGE ST,TRANPORT,$150.00
19DT000404,01/25/2019,3821 W WRIGHTWOOD ,TRANPORT,$150.00
19DT000404,01/25/2019,3821 W WRIGHTWOOD ,TRANPORT,$500.00
19DT000405,01/29/2019,2801 N CICERO ,TRANPORT,$110.00
19DT000405,01/29/2019,2801 N CICERO ,TRANPORT,$150.00
19DT000407,01/28/2019,5501 W EDDY ,TRANPORT,$150.00
19DT000411,01/22/2019,658 N LASALLE DR,TRANPORT,$110.00
19DT000412,01/22/2019,146 W ERIE ST,TRANPORT,$110.00
19DT000413,01/16/2019,1366 W WALTON ST,TRANPORT,$500.00
19DT000414,01/16/2019,933 N NOBLE ST,TRANPORT,$500.00
19DT000418,01/17/2019,450 N OGDEN ,TRANPORT,$0.00
19DT000419,01/16/2019,662 N HUDSON ,TRANPORT,$110.00
19DT000421,01/22/2019,478 N MILWAUKEE ,TRANPORT,$0.00
19DT000422,01/17/2019,800 W FULTON MARKET ,TRANPORT,$110.00
19DT000423,01/22/2019,214 W WASHINGTON ST,TRANPORT,$150.00
19DT000424,01/17/2019,415 N SANGAMON ST,TRANPORT,$500.00
19DT000442,01/29/2019,1559 N HUDSON ,TRANPORT,$500.00
19DT000443,01/25/2019,801 N CLARK ST,TRANPORT,$150.00
19DT000463,01/23/2019,5917 N LINCOLN ,TRANPORT,$150.00
19DT000470,01/22/2019,8623 S ASHLAND ,TRANPORT,$500.00
19DT000471,01/24/2019,11400 S HALSTED ST,TRANPORT,$500.00
19DT000472,01/25/2019,11048 S HALSTED ST,TRANPORT,$150.00
19DT000473,01/01/2001,9232 S ASHLAND ,TRANPORT,$150.00
19DT000474,01/25/2019,801 W 119TH ST,TRANPORT,$100.00
19DT000474,01/25/2019,801 W 119TH ST,TRANPORT,$500.00
19DT000475,01/25/2019,2920 E 87TH ST,TRANPORT,$100.00
19DT000475,01/25/2019,2920 E 87TH ST,TRANPORT,$500.00
19DT000476,01/25/2019,1132 W 95TH ST,TRANPORT,$150.00
19DT000489,01/22/2019,180 W RANDOLPH ST,TRANPORT,$150.00
19DT000493,01/15/2019,924 N CLARK ST,TRANPORT,$500.00
19DT000497,01/22/2019,1459 N WOOD ST,TRANPORT,$110.00
19DT000498,01/22/2019,1461 N WOOD ST,TRANPORT,$0.00
19DT000499,01/22/2019,1523 W FULLERTON ,TRANPORT,$150.00
19DT000500,01/22/2019,1717 N CLYBOURN ,TRANPORT,$150.00
19DT000501,01/22/2019,1457 N HOOD ST,TRANPORT,$150.00
19DT000502,01/22/2019,1713 N CLYBOURN ,TRANPORT,$0.00
19DT000502,01/22/2019,1713 N CLYBOURN ,TRANPORT,$500.00
19DT000503,01/22/2019,1166 N STATE ST,TRANPORT,$150.00
19DT000504,01/22/2019,1455 N WOOD ST,TRANPORT,$150.00
19DT000510,01/24/2019,10615 S HALE ,TRANPORT,$500.00
19DT000511,01/24/2019,2021 E 83RD ST,TRANPORT,$150.00
19DT000512,01/22/2019,1115 W 95TH ST,TRANPORT,$150.00
19DT000513,01/22/2019,9510 S VINCENNES ,TRANPORT,$150.00
19DT000523,01/15/2019,1525 N CLYBOURN ,TRANPORT,$500.00
19DT000531,01/14/2019,71 E 43RD ST,TRANPORT,$150.00
19DT000535,01/16/2019,930 N RACINE ,TRANPORT,$150.00
19DT000536,01/16/2019,735 N THROOP ST,TRANPORT,$150.00
19DT000536,01/16/2019,735 N THROOP ST,TRANPORT,$500.00
19DT000537,01/31/2019,2349 W GRAND ,TRANPORT,$0.00
19DT000537,01/31/2019,2349 W GRAND ,TRANPORT,$150.00
19DT000537,01/31/2019,2349 W GRAND ,TRANPORT,$500.00
19DT000538,01/31/2019,2645 W FULTON ST,TRANPORT,$0.00
19DT000538,01/31/2019,2645 W FULTON ST,TRANPORT,$90.00
19DT000538,01/31/2019,2645 W FULTON ST,TRANPORT,$500.00
19DT000539,01/22/2019,2405 W GRAND ,TRANPORT,$150.00
19DT000539,01/22/2019,2405 W GRAND ,TRANPORT,$500.00
19DT000540,01/22/2019,2950 W GRAND ,TRANPORT,$0.00
19DT000540,01/22/2019,2950 W GRAND ,TRANPORT,$80.00
19DT000541,01/23/2019,109 N JEFFERSON ST,TRANPORT,$150.00
19DT000542,01/23/2019,110 E PEARSON ST,TRANPORT,$150.00
19DT000543,01/22/2019,815 N RIDGEWAY ,TRANPORT,$110.00
19DT000544,01/22/2019,2950 W GRAND ,TRANPORT,$0.00
19DT000544,01/22/2019,2950 W GRAND ,TRANPORT,$80.00
19DT000545,01/22/2019,2349 W GRAND ,TRANPORT,$150.00
19DT000547,01/29/2019,1032 W 93RD ST,TRANPORT,$150.00
19DT000548,01/31/2019,11159 S VINCENNES ,TRANPORT,$150.00
19DT000549,01/29/2019,8440 S LAFAYETTE ,TRANPORT,$500.00
19DT000550,01/29/2019,13501 S AVENUE N ,TRANPORT,$110.00
19DT000551,01/31/2019,1201 W 115TH ST,TRANPORT,$500.00
19DT000552,02/01/2019,1601 W MONTEREY ,TRANPORT,$0.00
19DT000559,02/01/2019,864 W ALDINE ,TRANPORT,$150.00
19DT000561,01/31/2019,951 W MARGATE ,TRANPORT,$0.00
19DT000562,01/31/2019,93  MCCULCHEON ,TRANPORT,$0.00
19DT000563,01/22/2019,3034 N PULASKI RD,TRANPORT,$150.00
19DT000572,01/29/2019,3405 S INDIANA ,TRANPORT,$500.00
19DT000574,01/25/2019,459 N OGDEN ,TRANPORT,$150.00
19DT000575,01/29/2019,2801 S HALSTED ST,TRANPORT,$0.00
19DT000575,01/29/2019,2801 S HALSTED ST,TRANPORT,$500.00
19DT000576,01/29/2019,2837 S HALSTEDS ST,TRANPORT,$110.00
19DT000577,01/29/2019,3115 S SHIELDS ,TRANPORT,$500.00
19DT000578,01/29/2019,937 W 31ST PL,TRANPORT,$500.00
19DT000579,01/23/2019,1020 W LAKE ST,TRANPORT,$150.00
19DT000580,01/25/2019,5000 S PRAIRIE ST,TRANPORT,$150.00
19DT000581,01/31/2019,624 W FULLERTON ,TRANPORT,$500.00
19DT000582,01/29/2019,5 W DIVISION ST,TRANPORT,$110.00
19DT000583,01/31/2019,620 W FULLERTON ,TRANPORT,$150.00
19DT000584,01/31/2019,1932 N SHEFFIELD ,TRANPORT,$110.00
19DT000585,01/31/2019,1928 N SHEFFIELD ,TRANPORT,$500.00
19DT000586,01/31/2019,1856 N SHEFFIELD ,TRANPORT,$150.00
19DT000587,01/31/2019,1860 N SHEFFIELD ,TRANPORT,$150.00
19DT000588,01/31/2019,1930 N SHEFFIELD ,TRANPORT,$500.00
19DT000589,01/31/2019,2731 N HAMPDEN CT,TRANPORT,$150.00
19DT000589,01/31/2019,2731 N HAMPDEN CT,TRANPORT,$500.00
19DT000590,01/28/2019,956 N LARAMIE ,TRANPORT,$150.00
19DT000593,01/29/2019,823 N CALIFORNIA ,TRANPORT,$0.00
19DT000593,01/29/2019,823 N CALIFORNIA ,TRANPORT,$150.00
19DT000593,01/29/2019,823 N CALIFORNIA ,TRANPORT,$500.00
19DT000594,01/29/2019,801 N MARSHFIELD ,TRANPORT,$0.00
19DT000594,01/29/2019,801 N MARSHFIELD ,TRANPORT,$500.00
19DT000595,01/29/2019,2825 N CICERO ,TRANPORT,$150.00
19DT000596,01/23/2019,553 W 36TH ST,TRANPORT,$150.00
19DT000597,01/25/2019,1009 W LAKE ST,TRANPORT,$110.00
19DT000598,01/31/2019,3577 W GRAND ,TRANPORT,$0.00
19DT000598,01/31/2019,3577 W GRAND ,TRANPORT,$150.00
