Docket Number,Violation Date,Violation Address,City,State,Issuing Department Code,Imposed Fine Detailed,result_num,osm_id,display_name,category,type,latlong,community,area,shape_area,perimeter,area_num_1,area_numbe,comarea_id,comarea,shape_len
22DT001282,2022-02-18,2736 S WELLS ,Chicago,IL,TRANPORT,$150.00,"0","24113989","2736, South Wells Street, Chinatown, Armour Square, Chicago, Cook County, Illinois, 60616, United States",place,house,"41.843493727812536,-87.63312874912607",ARMOUR SQUARE,"0","27766196.0954","0","34","34","0","0","31948.5988398"
22DT001287,2022-02-18,2701 S WELLS ,Chicago,IL,TRANPORT,$0.00,"0","210538771","2701-2707, South Wells Street, Chinatown, Armour Square, Chicago, Cook County, Illinois, 60616, United States",building,retail,"41.84379575,-87.63267579386354",ARMOUR SQUARE,"0","27766196.0954","0","34","34","0","0","31948.5988398"
22DT001287,2022-02-18,2701 S WELLS ,Chicago,IL,TRANPORT,$150.00,"0","210538771","2701-2707, South Wells Street, Chinatown, Armour Square, Chicago, Cook County, Illinois, 60616, United States",building,retail,"41.84379575,-87.63267579386354",ARMOUR SQUARE,"0","27766196.0954","0","34","34","0","0","31948.5988398"
22DT002247,2022-04-04,3220 S SHIELDS ,Chicago,IL,TRANPORT,$0.00,"0","24070399","3220, South Shields Avenue, Chinatown, Armour Square, Chicago, Cook County, Illinois, 60616, United States",place,house,"41.83592037895962,-87.63537315765447",ARMOUR SQUARE,"0","27766196.0954","0","34","34","0","0","31948.5988398"
23DT000500,2023-02-02,2600 S WENTWORTH ,Chicago,IL,TRANPORT,$150.00,"0","210538548","2600, South Wentworth Avenue, Chinatown, Armour Square, Chicago, Cook County, Illinois, 60616, United States",building,yes,"41.845392399999994,-87.63219763944142",ARMOUR SQUARE,"0","27766196.0954","0","34","34","0","0","31948.5988398"
20DS76790L,2020-01-13,6163 N NORTHWEST HWY,Chicago,IL,STRTSAN,$0.00,"0","140575550","6163, North Northwest Highway, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60631, United States",place,house,"41.99373287085914,-87.80118192798638",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
20DS76790L,2020-01-13,6163 N NORTHWEST HWY,Chicago,IL,STRTSAN,$500.00,"0","140575550","6163, North Northwest Highway, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60631, United States",place,house,"41.99373287085914,-87.80118192798638",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
20DS76790L,2020-01-13,6163 N NORTHWEST HWY,Chicago,IL,STRTSAN,$600.00,"0","140575550","6163, North Northwest Highway, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60631, United States",place,house,"41.99373287085914,-87.80118192798638",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
21DT001126,2021-02-20,5820 N MILWAUKEE ,Chicago,IL,TRANPORT,$500.00,"0","435486145","5820, North Milwaukee Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",place,house,"41.98798934947237,-87.77913987187489",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
21DT001127,2021-02-20,6348 N MILWAUKEE ,Chicago,IL,TRANPORT,$110.00,"0","8038119884","The UPS Store, 6348, North Milwaukee Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",amenity,post_office,"41.9959305,-87.7873065",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
22DT000963,2022-01-30,6019 N MILWAUKEE ,Chicago,IL,TRANPORT,$150.00,"0","163237065","6019, North Milwaukee Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",building,yes,"41.990764,-87.78114798120883",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
22DT000963,2022-01-30,6019 N MILWAUKEE ,Chicago,IL,TRANPORT,$500.00,"0","163237065","6019, North Milwaukee Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",building,yes,"41.990764,-87.78114798120883",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
22DT000964,2022-01-30,5941 N MILWAUKEE ,Chicago,IL,TRANPORT,$150.00,"0","163225804","5937-5941, North Milwaukee Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",building,yes,"41.989751850000005,-87.78024569970128",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
22DT001077,2022-02-08,6436 W HIGGINS ,Chicago,IL,TRANPORT,$0.00,"0","163226360","6436-6438, West Higgins Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60656, United States",building,yes,"41.97693855,-87.78928052926909",NORWOOD PARK,"0","121959105.47","0","10","10","0","0","80368.3743778"
21DT000487,2012-01-29,1 E HURON ST,Chicago,IL,TRANPORT,$500.00,"0","210679158","1, East Huron Street, Magnificent Mile, River North, Chicago, Cook County, Illinois, 60611, United States",building,retail,"41.89472105,-87.62798221622671",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000493,2019-01-15,924 N CLARK ST,Chicago,IL,TRANPORT,$500.00,"0","210680409","924, North Clark Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60654, United States",building,yes,"41.8995506,-87.63187427600926",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000523,2019-01-15,1525 N CLYBOURN ,Chicago,IL,TRANPORT,$500.00,"0","210315306","1525, North Clybourn Avenue, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,terrace,"41.909333849999996,-87.6466810362111",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000419,2019-01-16,662 N HUDSON ,Chicago,IL,TRANPORT,$110.00,"0","24281567","662, North Hudson Avenue, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.894532128047395,-87.64011663695314",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000411,2019-01-22,658 N LASALLE DR,Chicago,IL,TRANPORT,$110.00,"0","1050971276","658, North LaSalle Drive, Magnificent Mile, River North, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.89462150347671,-87.63285631826801",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000412,2019-01-22,146 W ERIE ST,Chicago,IL,TRANPORT,$110.00,"0","57377520","146, West Erie Street, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.89408855413475,-87.63295538277373",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000503,2019-01-22,1166 N STATE ST,Chicago,IL,TRANPORT,$150.00,"0","210679320","1160-1166, North State Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.9037103,-87.62887914904051",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000542,2019-01-23,110 E PEARSON ST,Chicago,IL,TRANPORT,$150.00,"0","153561238","110, East Pearson Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",place,house,"41.89747265918862,-87.62508997183343",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DS43320L,2019-01-25,700 N WELLS ST,Chicago,IL,STRTSAN,$500.00,"0","11088315713","Avli, 700, North Wells Street, River North, Chicago, Cook County, Illinois, 60654, United States",amenity,restaurant,"41.894911,-87.6343486",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000443,2019-01-25,801 N CLARK ST,Chicago,IL,TRANPORT,$150.00,"0","210680307","U.S. Bank, 801, North Clark Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60610, United States",amenity,bank,"41.89694005,-87.63082955512408",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000625,2019-01-25,200 W ILLINOIS ST,Chicago,IL,TRANPORT,$150.00,"0","143925556","200, West Illinois Street, River North, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.890865,-87.634216",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000442,2019-01-29,1559 N HUDSON ,Chicago,IL,TRANPORT,$500.00,"0","1016778729","1559, North Hudson Avenue, Near North Side, Chicago, Cook County, Illinois, 60610, United States",place,house,"41.91055071428572,-87.63967857142858",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000582,2019-01-29,5 W DIVISION ST,Chicago,IL,TRANPORT,$110.00,"0","435397300","5, West Division Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",place,house,"41.903855,-87.6289658",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT000864,2019-02-04,1232 W NORTH ,Chicago,IL,TRANPORT,$150.00,"0","7578793862","Taqueria Express, 1232, North LaSalle Drive, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",amenity,fast_food,"41.904905,-87.6331985",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DS42605L,2019-02-12,455 W NORTH AVE,Chicago,IL,STRTSAN,$500.00,"0","210318281","455, West North Avenue, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,retail,"41.9108278,-87.6407924417156",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
19DT001034,2019-02-14,933 N CROSBY ,Chicago,IL,TRANPORT,$500.00,"0","24080413","933, North Crosby Street, Near North Side, Chicago, Cook County, Illinois, 60610, United States",place,house,"41.89977337902189,-87.64326780720816",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000532,2020-01-21,828 N STATE ST,Chicago,IL,TRANPORT,$0.00,"0","210680336","828-832, North State Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,yes,"41.89773755,-87.62841920669706",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000532,2020-01-21,828 N STATE ST,Chicago,IL,TRANPORT,$150.00,"0","210680336","828-832, North State Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,yes,"41.89773755,-87.62841920669706",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000532,2020-01-21,828 N STATE ST,Chicago,IL,TRANPORT,$200.00,"0","210680336","828-832, North State Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,yes,"41.89773755,-87.62841920669706",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000566,2020-01-21,427 W CHICAGO ,Chicago,IL,TRANPORT,$0.00,"0","435655139","427, West Chicago Avenue, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.896440197965724,-87.639333869316",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000566,2020-01-21,427 W CHICAGO ,Chicago,IL,TRANPORT,$150.00,"0","435655139","427, West Chicago Avenue, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.896440197965724,-87.639333869316",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000569,2020-01-22,56 E CHICAGO ,Chicago,IL,TRANPORT,$150.00,"0","435717652","East Chicago Avenue, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,secondary,"41.8967168,-87.6254734",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000570,2020-01-22,62 E CHICAGO ,Chicago,IL,TRANPORT,$0.00,"0","148563236","62, East Chicago Avenue, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,retail,"41.896911450000005,-87.62586612739065",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000570,2020-01-22,62 E CHICAGO ,Chicago,IL,TRANPORT,$150.00,"0","148563236","62, East Chicago Avenue, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,retail,"41.896911450000005,-87.62586612739065",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000570,2020-01-22,62 E CHICAGO ,Chicago,IL,TRANPORT,$250.00,"0","148563236","62, East Chicago Avenue, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,retail,"41.896911450000005,-87.62586612739065",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000570,2020-01-22,62 E CHICAGO ,Chicago,IL,TRANPORT,$500.00,"0","148563236","62, East Chicago Avenue, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,retail,"41.896911450000005,-87.62586612739065",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT001111,2020-01-22,150 E ONTARIO ST,Chicago,IL,TRANPORT,$0.00,"0","401244510","150, East Ontario Street, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,construction,"41.893594199999995,-87.6232755491256",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT001111,2020-01-22,150 E ONTARIO ST,Chicago,IL,TRANPORT,$150.00,"0","401244510","150, East Ontario Street, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,construction,"41.893594199999995,-87.6232755491256",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT001027,2020-01-23,110 W OHIO ST,Chicago,IL,TRANPORT,$150.00,"0","24574542","110, West Ohio Street, Magnificent Mile, River North, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.89231048661059,-87.6336985891339",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000951,2020-02-06,372 W CHICAGO ,Chicago,IL,TRANPORT,$150.00,"0","435655139","372, West Chicago Avenue, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.89645900911042,-87.63790957536598",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000951,2020-02-06,372 W CHICAGO ,Chicago,IL,TRANPORT,$350.00,"0","435655139","372, West Chicago Avenue, Near North Side, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.89645900911042,-87.63790957536598",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT001656,2020-02-14,1009 N ORLEANS ST,Chicago,IL,TRANPORT,$0.00,"0","210679190","1009-1011, North Orleans Street, River North, Chicago, Cook County, Illinois, 60610, United States",building,retail,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT001656,2020-02-14,1009 N ORLEANS ST,Chicago,IL,TRANPORT,$500.00,"0","210679190","1009-1011, North Orleans Street, River North, Chicago, Cook County, Illinois, 60610, United States",building,retail,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000918,2020-02-15,1400 N ORLEANS ST,Chicago,IL,TRANPORT,$0.00,"0","24096738","1400, North Orleans Street, Near North Side, Chicago, Cook County, Illinois, 60610, United States",place,house,"41.908188,-87.637648",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
20DT000918,2020-02-15,1400 N ORLEANS ST,Chicago,IL,TRANPORT,$150.00,"0","24096738","1400, North Orleans Street, Near North Side, Chicago, Cook County, Illinois, 60610, United States",place,house,"41.908188,-87.637648",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000381,2021-01-21,77 E ELM ST,Chicago,IL,TRANPORT,$150.00,"0","210680296","77, East Elm Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,yes,"41.9030376,-87.62583280576351",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000482,2021-01-27,455 N MCCLURG CT,Chicago,IL,TRANPORT,$500.00,"0","186431132","455, North McClurg Court, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",place,house,"41.88986842786122,-87.61752165948454",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000483,2021-01-27,20 W ONTARIO ST,Chicago,IL,TRANPORT,$150.00,"0","210679647","20-22, West Ontario Street, Streeterville, River North, Chicago, Cook County, Illinois, 60654, United States",building,apartments,"41.893461099999996,-87.62896888012445",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000340,2021-01-28,849 N DEARBORN ST,Chicago,IL,TRANPORT,$150.00,"0","210680349","849, North Dearborn Street, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60654, United States",building,yes,"41.8981151,-87.62956922396631",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000341,2021-01-28,67 W SCHILLER ST,Chicago,IL,TRANPORT,$50.00,"0","210686209","67, West Schiller Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.9076684,-87.63138024712126",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000367,2021-01-28,1552 N DAYTON ST,Chicago,IL,TRANPORT,$110.00,"0","24103945","1552, North Dayton Street, Near North Side, Chicago, Cook County, Illinois, 60642, United States",place,house,"41.90923635843833,-87.64956472399408",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000367,2021-01-28,1552 N DAYTON ST,Chicago,IL,TRANPORT,$150.00,"0","24103945","1552, North Dayton Street, Near North Side, Chicago, Cook County, Illinois, 60642, United States",place,house,"41.90923635843833,-87.64956472399408",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000475,2021-01-29,100 E CHESTNUT ST,Chicago,IL,TRANPORT,$50.00,"0","144015977","Tremont Studios, 100, East Chestnut Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,commercial,"41.8985878,-87.62589246260751",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000475,2021-01-29,100 E CHESTNUT ST,Chicago,IL,TRANPORT,$500.00,"0","144015977","Tremont Studios, 100, East Chestnut Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",building,commercial,"41.8985878,-87.62589246260751",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000484,2021-01-29,7 W HURON ST,Chicago,IL,TRANPORT,$110.00,"0","24096620","7, West Huron Street, Streeterville, River North, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.89478803396389,-87.62853500046286",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000513,2021-02-01,142 W HUBBARD ST,Chicago,IL,TRANPORT,$500.00,"0","1051014073","142, West Hubbard Street, Magnificent Mile, River North, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.89007873452847,-87.63300713870437",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000533,2021-02-02,20 W ONTARIO ST,Chicago,IL,TRANPORT,$0.00,"0","210679647","20-22, West Ontario Street, Streeterville, River North, Chicago, Cook County, Illinois, 60654, United States",building,apartments,"41.893461099999996,-87.62896888012445",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000533,2021-02-02,20 W ONTARIO ST,Chicago,IL,TRANPORT,$500.00,"0","210679647","20-22, West Ontario Street, Streeterville, River North, Chicago, Cook County, Illinois, 60654, United States",building,apartments,"41.893461099999996,-87.62896888012445",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000546,2021-02-05,26 E DIVISION ST,Chicago,IL,TRANPORT,$150.00,"0","210679795","26, East Division Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.9041484,-87.62761447252896",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000585,2021-02-06,500 N STATE ST,Chicago,IL,TRANPORT,$500.00,"0","435551669","500, North State Street, Streeterville, River North, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.891794,-87.628181",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000586,2021-02-08,834 S MICHIGAN ,Chicago,IL,TRANPORT,$150.00,"0","48842831","North Michigan Avenue, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,secondary,"41.8918212,-87.6242799",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000588,2021-02-10,445 N LASALLE DR,Chicago,IL,TRANPORT,$500.00,"0","155075922","445, North LaSalle Drive, Magnificent Mile, River North, Chicago, Cook County, Illinois, 60654, United States",building,office,"41.8905536,-87.63223187031284",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000589,2021-02-10,226 W ONTARIO ST,Chicago,IL,TRANPORT,$500.00,"0","5457978313","Sound-Bar, 226, West Ontario Street, River North, Chicago, Cook County, Illinois, 60654, United States",amenity,bar,"41.893406,-87.6354147",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000628,2021-02-10,427 N CLARK ST,Chicago,IL,TRANPORT,$500.00,"0","220528679","North Clark Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60654, United States",highway,tertiary,"41.8980989,-87.6312887",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001019,2021-02-10,1523 N FREMONT ST,Chicago,IL,TRANPORT,$500.00,"0","210315299","1523, North Fremont Street, Near North Side, Chicago, Cook County, Illinois, 60622, United States",amenity,parking,"41.9095741,-87.65068332007587",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001022,2021-02-10,1232 W NORTH ,Chicago,IL,TRANPORT,$100.00,"0","7578793862","Taqueria Express, 1232, North LaSalle Drive, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",amenity,fast_food,"41.904905,-87.6331985",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001022,2021-02-10,1232 W NORTH ,Chicago,IL,TRANPORT,$150.00,"0","7578793862","Taqueria Express, 1232, North LaSalle Drive, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",amenity,fast_food,"41.904905,-87.6331985",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001022,2021-02-10,1232 W NORTH ,Chicago,IL,TRANPORT,$500.00,"0","7578793862","Taqueria Express, 1232, North LaSalle Drive, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",amenity,fast_food,"41.904905,-87.6331985",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001025,2021-02-18,506 N STATE ST,Chicago,IL,TRANPORT,$500.00,"0","435551674","506, North State Street, Streeterville, River North, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.8909998544504,-87.62793241339213",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001028,2021-02-18,226 W ONTARIO ST,Chicago,IL,TRANPORT,$110.00,"0","5457978313","Sound-Bar, 226, West Ontario Street, River North, Chicago, Cook County, Illinois, 60654, United States",amenity,bar,"41.893406,-87.6354147",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001061,2021-02-20,1017 W DIVISION ST,Chicago,IL,TRANPORT,$150.00,"0","210306937","1011-1017, West Division Street, Near North Side, Chicago, Cook County, Illinois, 60642, United States",building,yes,"41.9030974,-87.65322921427995",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001066,2021-02-20,1528 N LASALLE DR,Chicago,IL,TRANPORT,$150.00,"0","210684824","1528, North LaSalle Drive, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.9100477,-87.6334864393857",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001089,2021-02-20,314 W SCHILLER ST,Chicago,IL,TRANPORT,$500.00,"0","165439078","314, West Schiller Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",place,house,"41.9075367,-87.63736615",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001090,2021-02-20,873 N ORLEANS ST,Chicago,IL,TRANPORT,$150.00,"0","210680380","873, North Orleans Street, River North, Chicago, Cook County, Illinois, 60610, United States",building,apartments,"41.89868305,-87.63695054930189",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001101,2021-02-20,800 N ORLEANS ST,Chicago,IL,TRANPORT,$500.00,"0","24203326","North Orleans Street, River North, Chicago, Cook County, Illinois, 60610, United States",highway,tertiary,"41.8987632,-87.6372627",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001040,2021-02-25,315 W LOCUST ST,Chicago,IL,TRANPORT,$500.00,"0","24079665","315, West Locust Street, Near North Side, Chicago, Cook County, Illinois, 60610, United States",place,house,"41.89903539456638,-87.6364737477516",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001079,2021-02-25,907 N LARRABEE ST,Chicago,IL,TRANPORT,$50.00,"0","210308347","907-909, North Larrabee Street, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.8990383,-87.64267855667943",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001079,2021-02-25,907 N LARRABEE ST,Chicago,IL,TRANPORT,$500.00,"0","210308347","907-909, North Larrabee Street, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.8990383,-87.64267855667943",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT001156,2021-03-05,329 W SCHILLER ST,Chicago,IL,TRANPORT,$110.00,"0","210685965","329, West Schiller Street, Gold Coast, Near North Side, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.90741545,-87.63774395089362",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
21DT000472,2021-11-27,152 E ONTARIO ST,Chicago,IL,TRANPORT,$150.00,"0","255369218","152, East Ontario Street, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States",place,house,"41.89342952869437,-87.62349492257184",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
22DT001146,2022-01-07,834 S MICHIGAN ,Chicago,IL,TRANPORT,$150.00,"0","48842831","North Michigan Avenue, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,secondary,"41.8918212,-87.6242799",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
22DT001146,2022-01-07,834 S MICHIGAN ,Chicago,IL,TRANPORT,$500.00,"0","48842831","North Michigan Avenue, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States",highway,secondary,"41.8918212,-87.6242799",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
22DT000974,2022-01-25,159 W KINZIE ST,Chicago,IL,TRANPORT,$150.00,"0","230177749","159, West Kinzie Street, Magnificent Mile, River North, Chicago, Cook County, Illinois, 60654, United States",place,house,"41.8892805307724,-87.6318468937574",NEAR NORTH SIDE,"0","76675895.9728","0","8","8","0","0","57293.1649516"
