,address,lat,long,community,count_BAFCONP,count_POLICE,count_STRTSAN,count_TRANPORT,sum_BAFCONP,sum_POLICE,sum_STRTSAN,sum_TRANPORT,n_dockets,total_fines,dept
871,3801 W 76TH ST,41.7548079,-87.71855235602527,ASHBURN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
872,3803 W ROOSEVELT RD,41.865725499999996,-87.7205967490794,NORTH LAWNDALE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
873,3807 S COTTAGE GROVE,41.8259,-87.60761175704143,OAKLAND,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
874,3816 N WESTERN,41.95143029941889,-87.68828178981082,NORTH CENTER,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
875,3826 W LAKE ST,41.887196,-87.7554251,AUSTIN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
876,3828 W ADAMS ST,41.878231099999994,-87.721923178119,WEST GARFIELD PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
877,3832 S WABASH,41.8246153,-87.62519449555593,DOUGLAS,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
878,3835 W 26TH ST,41.8454527,-87.6374535,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,690.0,1,690.0,cdot
879,3838 S ELLIS,41.825323999999995,-87.60617676129084,OAKLAND,0,0,0,1,0.0,0.0,0.0,600.0,1,600.0,cdot
880,3845 S ELLIS,41.825323850000004,-87.60554871886407,OAKLAND,0,0,0,1,0.0,0.0,0.0,600.0,1,600.0,cdot
881,3857 N NARRAGANSETT,41.9509496,-87.78615099241007,DUNNING,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
882,3859 W LAWRENCE,41.96819227184388,-87.72489666413433,ALBANY PARK,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
883,3866 S ELLIS,41.82455365,-87.60574031812169,OAKLAND,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
884,3867 S ARCHER,41.8234166,-87.68859586358116,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
885,3900 W LAWRENCE,41.968334,-87.726981,ALBANY PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
886,3901 S KEDZIE,41.822013,-87.704409,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
887,3905 W 26TH ST,41.84399585,-87.7224034555293,SOUTH LAWNDALE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
888,3908 S KING JR DR,41.823629648900905,-87.61736312392138,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
889,3918 W 63RD ST,41.778889899999996,-87.72109139313227,WEST LAWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
890,3930 N ASHLAND,41.9534042,-87.6693350391943,LAKE VIEW,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
891,3932 N MOZART ST,41.95311935,-87.6997541441691,IRVING PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
892,3943 W 70TH PL,41.76494425859837,-87.72077814475753,WEST LAWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
893,3954 W DIVISION ST,41.9029494,-87.72584985,HUMBOLDT PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
894,3955 S CALIFORNIA,41.82143358650684,-87.69450392370817,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
895,3956 W BELMONT AVE,41.939184996701925,-87.72644827044205,AVONDALE,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
896,3956 W GRAND AVE,41.90620265,-87.7257965,HUMBOLDT PARK,0,0,0,1,0.0,0.0,0.0,725.0,1,725.0,cdot
897,3959 W 58TH ST,41.78769055748644,-87.72197548711587,WEST ELSDON,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
898,3986 S ARCHER,41.821246944312705,-87.69275127593485,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
899,4 E CEDAR ST,41.9022995,-87.62809566666667,NEAR NORTH SIDE,0,0,0,2,0.0,0.0,0.0,650.0,2,650.0,cdot
900,400 E 95TH ST,41.721977,-87.613981,ROSELAND,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
901,4000 W DIVERSEY AVE,41.9320449,-87.7279336,AVONDALE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
902,4002 W CHICAGO,41.89557565,-87.72645595292208,HUMBOLDT PARK,0,0,0,2,0.0,0.0,0.0,1050.0,2,1050.0,cdot
903,401 E 87TH ST,41.736423,-87.614361,CHATHAM,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
904,4020 S DREXEL,41.820772500000004,-87.60576603039215,OAKLAND,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
905,4024 N KEDZIE,41.95470265,-87.70826897427716,IRVING PARK,0,0,0,1,0.0,0.0,0.0,200.0,1,200.0,cdot
906,4045 W LAWRENCE,41.9679237,-87.72971055100673,ALBANY PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
907,4049 S CALIFORNIA,41.81965685,-87.69408936224696,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
908,4052 W GRAND AVE,41.90773075,-87.72829377525709,HUMBOLDT PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
909,4057 W LAWRENCE,41.968139802557666,-87.72979416629335,ALBANY PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
910,410 S WABASH,41.850255149999995,-87.62497248230875,NEAR SOUTH SIDE,0,0,0,3,0.0,0.0,0.0,1150.0,3,1150.0,cdot
911,4101 W NELSON,41.936239,-87.72973,AVONDALE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
912,412 E 31ST ST,41.83851021816535,-87.61669387386904,DOUGLAS,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
913,4122 W 63RD ST,41.77880795,-87.72624239552133,WEST LAWN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
914,4124 W 63RD ST,41.77870022458637,-87.72608140030874,WEST LAWN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
915,4147 S COTTAGE GROVE,41.82002682994475,-87.60668561431326,OAKLAND,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
916,4150 W WRIGHTWOOD,41.92815033221764,-87.73069469479238,HERMOSA,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
917,4158 S CALUMET,41.8185438,-87.61867045449313,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
918,416 S KOSTNER,41.87498306666602,-87.7353872533333,WEST GARFIELD PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
919,417 W DIVERSEY,41.93282980825195,-87.63976481652993,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
920,417 W SUPERIOR ST,41.89544349370004,-87.63929000571466,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
921,418 W PERSHING RD,41.8238539,-87.6370693690891,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
922,4200 S ROCKWELL ST,41.817316649999995,-87.6898504517489,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
923,4200 W 55TH ST,41.793335,-87.72849334040652,WEST ELSDON,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
924,4201 S ARTESIAN AVE,41.817348800000005,-87.68569398126881,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
925,4201 S CALIFORNIA AVE,41.8172524,-87.69419416297762,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
926,4201 S FAIRFIELD AVE,41.8172738,-87.6929907285857,BRIGHTON PARK,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
927,4201 W 69TH ST,41.7666485,-87.72752314546726,WEST LAWN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
928,4210 S ROCKWELL ST,41.817053650000005,-87.6898394833051,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
929,4213 S MICHIGAN,41.81783525,-87.62267265555326,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
930,4219 S CHAMPLAIN,41.81799875,-87.61018111617875,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
931,4224 W 51ST ST,41.8012094,-87.6769417,NEW CITY,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
932,4231 S LANGLEY,41.81762245,-87.60886926461538,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
933,424 W 119TH ST,41.6781527,-87.63324168781905,WEST PULLMAN,0,0,0,2,0.0,0.0,0.0,1300.0,2,1300.0,cdot
934,4251 S PACKERS,41.81656012229983,-87.65854935665607,NEW CITY,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
935,4257 S ARTESIAN AVE,41.81647490652492,-87.68581270373275,BRIGHTON PARK,0,0,3,0,0.0,0.0,350.0,0.0,3,350.0,streets
936,4260 S WESTERN AVE,41.81642639730945,-87.68475615861098,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
937,427 N CLARK ST,41.9036945,-87.6314321,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
938,427 W CHICAGO,41.896440197965724,-87.639333869316,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
939,43 N PINE,41.8816018,-87.76289858897712,AUSTIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
940,4300 S ARCHER AVE,41.8152448,-87.7026677466763,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
941,4301 S GREENWOOD,41.816773,-87.599304,KENWOOD,0,0,0,2,0.0,0.0,0.0,1050.0,2,1050.0,cdot
942,4314 S GREENWOOD AVE,41.8163744,-87.59971264845149,KENWOOD,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
943,4318 S GREENWOOD AVE,41.81648128213535,-87.59951702564271,KENWOOD,0,0,2,0,0.0,0.0,1600.0,0.0,2,1600.0,streets
944,4324 S DREXEL BLVD,41.816356910921336,-87.60393225330478,KENWOOD,0,0,2,0,0.0,0.0,300.0,0.0,2,300.0,streets
945,4326 S WESTERN AVE,41.8148248,-87.6849589,BRIGHTON PARK,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
946,433 W DIVERSEY,41.93258815,-87.64075779716333,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
947,4331 S HONORE ST,41.815217310702685,-87.67110636944085,NEW CITY,0,0,1,0,0.0,0.0,450.0,0.0,1,450.0,streets
948,4331 W BELMONT,41.938897499999996,-87.73573825,HERMOSA,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
949,4335 S HONORE ST,41.81477635,-87.67093785010493,NEW CITY,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
950,4341 S CHAMPLAIN,41.81575306960828,-87.61027588257875,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
951,4342 S CHAMPLAIN,41.8154473,-87.61068996727272,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
952,4348 S WESTERN AVE,41.81480449266772,-87.68471150024413,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
953,435 W DIVERSEY,41.93258815,-87.64084559173091,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
954,4354 S DREXEL,41.8152568,-87.60476944336735,KENWOOD,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
955,4354 S WESTERN AVE,41.8140674,-87.6849529997804,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
956,4355 S COTTAGE GROVE,41.8151438,-87.6061821,KENWOOD,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
957,4357 S CHAMPLAIN,41.81556189745159,-87.61027063561025,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
958,4358 W FULLERTON,41.924455473457236,-87.73587717650656,HERMOSA,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
959,4363 S ARCHER AVE,41.81488161844398,-87.70277907552351,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
960,4385 S ARCHER,41.8133031,-87.70486937720499,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
961,4385 S ARCHER AVE,41.8133031,-87.70486937720499,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
962,4400 S DREXEL,41.81485685,-87.60502021402223,KENWOOD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
963,4400 S WASHTENAW,41.813636849999995,-87.69227153763796,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
964,4400 S WASHTENAW AVE,41.813636849999995,-87.69227153763796,BRIGHTON PARK,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
965,4400 W IRVING PARK,41.953609,-87.738232,IRVING PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
966,4401 N CHRISTIANA,41.961725,-87.711825,ALBANY PARK,0,0,0,1,0.0,0.0,0.0,550.0,1,550.0,cdot
967,4402 S CALIFORNIA AVE,41.813578839366926,-87.69447593683859,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
968,4405 S PRINCETON,41.814185570466826,-87.63339756067468,FULLER PARK,0,0,0,2,0.0,0.0,0.0,1000.0,2,1000.0,cdot
969,4409 S ROCKWELL ST,41.8134655,-87.68919295,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
970,4410 S ASHLAND AVE,41.81377265296897,-87.66521202415434,NEW CITY,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
971,4410 S WESTERN AVE,41.81357425,-87.68504573030111,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
972,4412 S ASHLAND AVE,41.813740183562764,-87.66521122898521,NEW CITY,0,0,3,0,0.0,0.0,2650.0,0.0,3,2650.0,streets
973,4416 S ASHLAND AVE,41.81367524474635,-87.66520963881065,NEW CITY,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
974,4420 S ASHLAND AVE,41.81361030591629,-87.66520804919287,NEW CITY,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
975,4425 W 63RD ST,41.7782984,-87.73333996772448,WEST LAWN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
976,4426 S ASHLAND AVE,41.81351289767122,-87.6652056647662,NEW CITY,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
977,4426 S GREENWOOD AVE,41.81424725,-87.59969077260962,KENWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
978,4426 S KING DR,41.7346693,-87.6144867,CHATHAM,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
979,4438 S GREENWOOD AVE,41.814062727186474,-87.59946675986507,KENWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
980,4442 S WESTERN AVE,41.81308436997521,-87.68467008712577,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
981,4443 S ASHLAND AVE,41.8125813,-87.66476075811283,NEW CITY,0,0,2,0,0.0,0.0,300.0,0.0,2,300.0,streets
982,4446 S GREENWOOD AVE,41.81371695,-87.5997079735246,KENWOOD,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
983,4447 W GRAND AVE,41.910571722157954,-87.73777954751665,HUMBOLDT PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
984,4448 S WESTERN AVE,41.81245585,-87.68485530000001,BRIGHTON PARK,0,0,1,0,0.0,0.0,450.0,0.0,1,450.0,streets
985,445 N LASALLE DR,41.8905536,-87.63223187031284,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
986,445 W 28TH PL,41.8425627,-87.63842128498754,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
987,445 W 29TH ST,41.84165605,-87.63837015985551,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,100.0,1,100.0,cdot
988,4452 S WESTERN AVE,41.81231405,-87.6849447725026,BRIGHTON PARK,0,0,1,0,0.0,0.0,250.0,0.0,1,250.0,streets
989,4454 S GREENWOOD AVE,41.81356945,-87.59966662367549,KENWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
990,4455 S SPAULDING,41.81179955,-87.70627635321763,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
991,4455 S WOODLAWN,41.81368488423158,-87.5968051660604,KENWOOD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
992,4456 S ASHLAND AVE,41.8124799,-87.66545605769683,NEW CITY,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
993,4458 W FULLERTON,41.92443136824843,-87.73833074469638,HERMOSA,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
994,447 W WEBSTER,41.9217462,-87.64077210990166,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,600.0,1,600.0,cdot
995,449 W FULLERTON,41.92535169999999,-87.64103717587022,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
996,45 E ROOSEVELT RD,41.867281705868834,-87.62624408303688,NEAR SOUTH SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
997,45 W 103RD ST,41.70688605,-87.62491273536276,ROSELAND,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
998,4500 N SPAULDING,41.96319415,-87.71123542446236,ALBANY PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
999,4500 S LAKE PARK AVE,41.8130782,-87.59636152287706,KENWOOD,0,0,0,2,0.0,0.0,0.0,600.0,2,600.0,cdot
1000,4500 S ROCKWELL ST,41.811859350000006,-87.68992618829162,BRIGHTON PARK,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
1001,4500 S WESTERN AVE,41.811939,-87.684639,BRIGHTON PARK,0,0,2,0,0.0,0.0,300.0,0.0,2,300.0,streets
1002,4500 W 63RD ST,41.77891965,-87.73525029466859,WEST LAWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1003,4501 N SHERIDAN RD,41.963752770613844,-87.65488,UPTOWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1004,4501 S GREENWOOD,41.813133,-87.599227,KENWOOD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1005,4501 W DIVERSEY,41.9314247,-87.73947892235773,HERMOSA,0,0,0,2,0.0,0.0,0.0,350.0,2,350.0,cdot
1006,4502 S ST LAWRENCE,41.81293933333333,-87.61165,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1007,4504 S WOODLAWN AVE,41.8130019,-87.59731205104517,KENWOOD,0,0,2,0,0.0,0.0,650.0,0.0,2,650.0,streets
1008,451 W DIVERSEY,41.93281803245177,-87.64034878334722,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,60.0,1,60.0,cdot
1009,4512 W DIVERSEY,41.93168977743173,-87.74092197791035,HERMOSA,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1010,4514 S LAKE PARK AVE,41.8127487,-87.59611993969867,KENWOOD,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
1011,4516 W DIVERSEY,41.93168936990897,-87.74094830388046,HERMOSA,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1012,4518 S ASHLAND AVE,41.81156925,-87.66544286921518,NEW CITY,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1013,4523 S VINCENNES,41.81235005,-87.61360675078771,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,600.0,1,600.0,cdot
1014,4523 S WOODLAWN,41.8117365,-87.59660749394172,KENWOOD,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
1015,4524 S WESTERN AVE,41.811442400000004,-87.68503841138065,BRIGHTON PARK,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1016,4528 S ROCKWELL ST,41.81108675,-87.6896619895517,BRIGHTON PARK,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
1017,4531 S GREENWOOD AVE,41.81227905,-87.59890397948178,KENWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1018,4532 S WESTERN AVE,41.8109397,-87.68477407587699,BRIGHTON PARK,0,0,1,0,0.0,0.0,550.0,0.0,1,550.0,streets
1019,4533 S GREENWOOD AVE,41.81221875,-87.59891056136364,KENWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1020,4534 S ROCKWELL ST,41.8109343,-87.6896433374145,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1021,4537 S GREENWOOD AVE,41.81210685,-87.59889762828125,KENWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1022,4539 S GREENWOOD AVE,41.8120561,-87.59890845216867,KENWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1023,4543 W ADDISON ST,41.9459778,-87.74149173484861,IRVING PARK,0,0,0,1,0.0,0.0,0.0,260.0,1,260.0,cdot
1024,455 N MCCLURG CT,41.88986842786122,-87.61752165948454,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1025,455 W 24TH ST,41.848728050000005,-87.6390469203086,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1026,455 W NORTH AVE,41.9108278,-87.6407924417156,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1027,4555 W ADDISON ST,41.9459404,-87.74181162397207,IRVING PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1028,4557 W DIVERSEY,41.931321100000005,-87.74152665365403,HERMOSA,0,0,0,2,0.0,0.0,0.0,1000.0,2,1000.0,cdot
1029,4558 S ST LAWRENCE,41.81155815384616,-87.61161507692307,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1030,4559 S ST LAWRENCE,41.81146075,-87.6112039497306,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1031,4560 S MICHIGAN,41.81126505,-87.62326840038236,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1032,4600 S WESTERN AVE,41.810013999999995,-87.68496254507379,BRIGHTON PARK,0,0,1,0,0.0,0.0,550.0,0.0,1,550.0,streets
1033,4601 S ASHLAND AVE,41.81029255,-87.66461111437857,NEW CITY,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1034,4601 S ROCKWELL ST,41.810055899999995,-87.6890996248511,BRIGHTON PARK,0,0,2,1,0.0,0.0,500.0,500.0,3,1000.0,cdot_and_streets
1035,4601 W ARMITAGE,41.916806300000005,-87.74194597420404,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,600.0,1,600.0,cdot
1036,4605 N HERMITAGE AVE,41.965460699999994,-87.67213740628328,UPTOWN,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1037,4614 S WESTERN AVE,41.8097308,-87.68484975070628,BRIGHTON PARK,0,0,1,0,0.0,0.0,650.0,0.0,1,650.0,streets
1038,4616 N MONTICELLO,41.96528615,-87.71966768567961,ALBANY PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1039,4618 S WESTERN AVE,41.8096198,-87.6847583,BRIGHTON PARK,0,0,1,0,0.0,0.0,550.0,0.0,1,550.0,streets
1040,4621 W BELMONT,41.93845145,-87.7427539897856,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1041,463 W 24TH ST,41.8488444,-87.63924057493857,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
1042,4630 S GREENWOOD,41.8104952,-87.59955578132602,KENWOOD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1043,4632 N KEDZIE,41.9657014,-87.7087511,ALBANY PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1044,4645 W DIVERSEY,41.9311575,-87.74377514632064,BELMONT CRAGIN,0,0,0,2,0.0,0.0,0.0,800.0,2,800.0,cdot
1045,4646 S DREXEL,41.81006100070676,-87.60379691714269,KENWOOD,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1046,465 W 24TH ST,41.8487945,-87.63937079477819,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1047,4651 S LAMON,41.80871751658691,-87.74551995638201,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1048,4651 W 63RD ST,41.77824215,-87.73940741024579,CLEARING,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1049,4656 S LAKE PARK AVE,41.81037434921602,-87.59339836361376,KENWOOD,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
1050,470 N OGDEN,41.89070544618806,-87.65956942583031,WEST TOWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1051,4701 S WESTERN AVE,41.80739520408164,-87.68450380612245,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1052,4701 S WESTERN BLVD,41.8081992,-87.68358648016489,NEW CITY,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1053,4710 S ARCHER,41.8077331,-87.71549958219063,ARCHER HEIGHTS,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
1054,4710 S WESTERN AVE,41.807859,-87.68479703503766,BRIGHTON PARK,0,0,4,0,0.0,0.0,1400.0,0.0,4,1400.0,streets
1055,4722 S PULASKI RD,41.807057111111114,-87.72367066666666,ARCHER HEIGHTS,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
1056,4724 W 51ST ST,41.80054585,-87.7415702494655,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1057,4726 S KING DR,41.7074253,-87.6137724,ROSELAND,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1058,4738 S DAMEN AVE,41.80777351987289,-87.67477821561096,NEW CITY,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1059,4741 W 51ST ST,41.800256125017576,-87.74197099859396,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1060,4745 W ARMITAGE,41.918176,-87.6486288,LINCOLN PARK,0,0,0,2,0.0,0.0,0.0,760.0,2,760.0,cdot
