SR_NUMBER,SR_SHORT_CODE,CREATED_DATE,STREET_ADDRESS,COMMUNITY_AREA,WARD,STATUS,ORIGIN,LATITUDE,LONGITUDE,SR_TYPE,CLOSED_DATE,year,month,date,season,GEOID,COMMUNITY_NAME
SR24-00074385,SWSNOREM,2024-01-12 11:15:52,3055 W WARREN BLVD,27,27,Open,Internet,41.881716001,-87.703398,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,27,East Garfield Park
SR24-00080005,SWSNOREM,2024-01-13 10:16:56,3055 W WARREN BLVD,27,27,Open,Phone Call,41.881716001,-87.703398,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,27,East Garfield Park
SR24-00074741,SWSNOREM,2024-01-12 11:48:53,1627 W 87TH ST,71,18,Completed,Phone Call,41.735706602,-87.664130224,Snow – Uncleared Sidewalk Complaint,2024-01-12 13:15:12,2024,1,2024-01-12,2023-2024,71,Auburn Gresham
SR24-00081171,SWSNOREM,2024-01-13 13:39:56,7924 S PEORIA ST,71,17,Open,Internet,41.749848001,-87.646743,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,71,Auburn Gresham
SR24-00081214,SWSNOREM,2024-01-13 13:48:56,7837 S PAULINA ST,71,17,Open,Phone Call,41.751045001,-87.6655755,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,71,Auburn Gresham
SR24-00081218,SWSNOREM,2024-01-13 13:49:19,7843 S PAULINA ST,71,17,Open,Phone Call,41.750874001,-87.66558,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,71,Auburn Gresham
SR24-00075189,SWSNOREM,2024-01-12 12:33:11,1848 W 17TH ST,31,25,Open,Internet,41.858784001,-87.673068,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,31,Lower West Side
SR24-00078153,SWSNOREM,2024-01-12 19:13:59,2315 S WINCHESTER AVE,31,25,Open,Phone Call,41.849883001,-87.674598,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,31,Lower West Side
SR24-00080364,SWSNOREM,2024-01-13 11:23:24,1112 W 19TH ST,31,25,Open,Internet,41.856822001,-87.6537765,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,31,Lower West Side
SR24-00081281,SWSNOREM,2024-01-13 14:04:44,2255 S WESTERN AVE,31,25,Open,Internet,41.850522001,-87.685254,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,31,Lower West Side
SR24-00081297,SWSNOREM,2024-01-13 14:07:08,2255 S WESTERN AVE,31,25,Open,Internet,41.850522001,-87.685254,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,31,Lower West Side
SR24-00082131,SWSNOREM,2024-01-13 17:48:01,2205 W CERMAK RD,31,25,Open,Mobile Device,41.851935001,-87.6810915,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,31,Lower West Side
SR24-00082137,SWSNOREM,2024-01-13 17:49:57,2159 W 21ST PL,31,25,Open,Mobile Device,41.852763001,-87.6805965,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,31,Lower West Side
SR24-00082407,SWSNOREM,2024-01-13 19:48:45,2321 W CERMAK RD,31,25,Open,Mobile Device,41.851800001,-87.6840885,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,31,Lower West Side
SR24-00081302,SWSNOREM,2024-01-13 14:09:13,2255 S WESTERN AVE,31,25,Open,Internet,41.850522001,-87.685254,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,31,Lower West Side
SR24-00076798,SWSNOREM,2024-01-12 14:56:26,2115 W ARTHUR AVE,2,50,Open,Phone Call,41.999436001,-87.6832965,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,2,West Ridge
SR24-00080337,SWSNOREM,2024-01-13 11:19:47,6700 N WESTERN AVE,2,50,Open,Phone Call,42.003252661,-87.690088366,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,2,West Ridge
SR24-00080342,SWSNOREM,2024-01-13 11:20:36,6730 N WESTERN AVE,2,50,Open,Phone Call,42.004134001,-87.6904335,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,2,West Ridge
SR24-00077186,SWSNOREM,2024-01-12 15:44:46,20 E GARFIELD BLVD,40,3,Open,Mobile Device,41.794735852,-87.624808519,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,40,Washington Park
SR24-00077657,SWSNOREM,2024-01-12 17:00:06,5926 S MICHIGAN AVE,40,20,Open,Phone Call,41.786613001,-87.6226185,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,40,Washington Park
SR24-00082024,SWSNOREM,2024-01-13 17:13:37,5501 S INDIANA AVE,40,3,Open,Mobile Device,41.794182001,-87.620616,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,40,Washington Park
SR24-00077599,SWSNOREM,2024-01-12 16:49:07,2958 N MILWAUKEE AVE,21,35,Open,Phone Call,41.935014001,-87.7174515,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,21,Avondale
SR24-00081195,SWSNOREM,2024-01-13 13:45:25,3337 W BELMONT AVE,21,35,Open,Mobile Device,41.939019001,-87.7116555,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,21,Avondale
SR24-00087637,SWSNOREM,2024-01-15 08:45:34,3907 W SCHOOL ST,21,30,Open,Mobile Device,41.940756001,-87.7251915,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-15,2023-2024,21,Avondale
SR24-00090478,SWSNOREM,2024-01-15 16:56:11,2844 N SACRAMENTO AVE,21,35,Open,Internet,41.933430001,-87.702849,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-15,2023-2024,21,Avondale
SR24-00090481,SWSNOREM,2024-01-15 16:57:42,2842 N SACRAMENTO AVE,21,35,Open,Internet,41.933358001,-87.70284,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-15,2023-2024,21,Avondale
SR24-00080581,SWSNOREM,2024-01-13 11:51:47,4107 W NELSON ST,21,31,Open,Phone Call,41.936085001,-87.7299615,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,21,Avondale
SR24-00077799,SWSNOREM,2024-01-12 17:36:53,1615 S CLARK ST,33,3,Completed,Internet,41.859441001,-87.6291435,Snow – Uncleared Sidewalk Complaint,2024-01-13 13:46:42,2024,1,2024-01-12,2023-2024,33,Near South Side
SR24-00078063,SWSNOREM,2024-01-12 18:47:14,2 E CERMAK RD,33,3,Completed,Internet,41.853159001,-87.626853,Snow – Uncleared Sidewalk Complaint,2024-01-13 13:53:22,2024,1,2024-01-12,2023-2024,33,Near South Side
SR24-00078096,SWSNOREM,2024-01-12 18:57:36,1216 S WABASH AVE,33,34,Completed,Mobile Device,41.866380001,-87.6262635,Snow – Uncleared Sidewalk Complaint,2024-01-13 14:00:15,2024,1,2024-01-12,2023-2024,33,Near South Side
SR24-00078328,SWSNOREM,2024-01-12 20:14:17,3322 W WILSON AVE,14,33,Open,Internet,41.964885001,-87.711759,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,14,Albany Park
SR24-00087686,SWSNOREM,2024-01-15 08:52:36,4832 N CENTRAL PARK AVE,14,33,Open,Internet,41.969349001,-87.7185945,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-15,2023-2024,14,Albany Park
SR24-00078516,SWSNOREM,2024-01-12 21:57:16,1008 W MADISON ST,28,34,Open,Internet,41.881777543,-87.652453339,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,28,Near West Side
SR24-00087233,SWSNOREM,2024-01-15 07:41:55,2452 W HARRISON ST,28,28,Open,Mobile Device,41.873953948,-87.688356983,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-15,2023-2024,28,Near West Side
SR24-00079066,SWSNOREM,2024-01-13 05:48:37,1122 W SHORE AVE,1,49,Open,Mobile Device,42.003981001,-87.6593025,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,1,Rogers Park
SR24-00081326,SWSNOREM,2024-01-13 14:15:35,1659 W FARWELL AVE,1,49,Open,Mobile Device,42.006276001,-87.6723705,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,1,Rogers Park
SR24-00073049,SWSNOREM,2024-01-12 09:17:35,7112 N PAULINA ST,1,49,Open,Phone Call,42.011937001,-87.672564,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-12,2023-2024,1,Rogers Park
SR24-00079526,SWSNOREM,2024-01-13 08:53:08,1500 E 71ST ST,43,5,Open,Mobile Device,41.766218862,-87.588566651,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,43,South Shore
SR24-00085417,SWSNOREM,2024-01-14 16:03:57,6920 S OGLESBY AVE,43,5,Open,Internet,41.769180001,-87.5689425,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-14,2023-2024,43,South Shore
SR24-00079733,SWSNOREM,2024-01-13 09:30:07,3543 S ARCHER AVE,59,12,Open,Phone Call,41.829652301,-87.678736906,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,59,McKinley Park
SR24-00079751,SWSNOREM,2024-01-13 09:33:21,3543 S ARCHER AVE,59,12,Open,Phone Call,41.829652301,-87.678736906,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,59,McKinley Park
SR24-00079746,SWSNOREM,2024-01-13 09:32:27,3543 S ARCHER AVE,59,12,Open,Phone Call,41.829652301,-87.678736906,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,59,McKinley Park
SR24-00080252,SWSNOREM,2024-01-13 11:03:09,6157 N KEELER AVE,12,39,Open,Mobile Device,41.993532001,-87.7334535,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,12,Forest Glen
SR24-00083365,SWSNOREM,2024-01-14 07:47:32,6100 N KEDVALE AVE,12,39,Open,Mobile Device,41.992092001,-87.732819,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-14,2023-2024,12,Forest Glen
SR24-00080809,SWSNOREM,2024-01-13 12:27:46,4517 S ST LAWRENCE AVE,38,3,Open,Mobile Device,41.812551001,-87.611085,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,38,Grand Boulevard
SR24-00080813,SWSNOREM,2024-01-13 12:28:28,4521 S ST LAWRENCE AVE,38,3,Open,Mobile Device,41.812416001,-87.6110805,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,38,Grand Boulevard
SR24-00081090,SWSNOREM,2024-01-13 13:28:27,2802 W 111TH ST,75,19,Open,Internet,41.691695418,-87.690948957,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,75,Morgan Park
SR24-00083784,SWSNOREM,2024-01-14 09:45:45,2802 W 111TH ST,75,19,Open,Internet,41.691695418,-87.690948957,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-14,2023-2024,75,Morgan Park
SR24-00085291,SWSNOREM,2024-01-14 15:30:44,2734 W 111TH ST,75,19,Open,Internet,41.691707733,-87.689767242,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-14,2023-2024,75,Morgan Park
SR24-00081109,SWSNOREM,2024-01-13 13:30:45,11106 S SACRAMENTO AVE,74,19,Open,Internet,41.691630091,-87.696164729,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,74,Mount Greenwood
SR24-00081147,SWSNOREM,2024-01-13 13:35:27,5187 S ARCHER AVE,57,23,Open,Mobile Device,41.799861001,-87.7339665,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,57,Archer Heights
SR24-00081096,SWSNOREM,2024-01-13 13:29:22,5183 S ARCHER AVE,57,23,Open,Mobile Device,41.799897001,-87.733755,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,57,Archer Heights
SR24-00081238,SWSNOREM,2024-01-13 13:52:54,1037 W 97TH PL,73,21,Open,Phone Call,41.716521001,-87.6494745,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,73,Washington Heights
SR24-00081766,SWSNOREM,2024-01-13 15:56:22,8742 S CONSTANCE AVE,48,8,Open,Internet,41.735790001,-87.5795715,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,48,Calumet Heights
SR24-00081774,SWSNOREM,2024-01-13 15:58:39,2020 E 91ST ST,48,8,Open,Internet,41.729940001,-87.574644,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,48,Calumet Heights
SR24-00081785,SWSNOREM,2024-01-13 16:01:19,9059 S JEFFERY BLVD,48,8,Open,Internet,41.729828655,-87.575484618,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,48,Calumet Heights
SR24-00081795,SWSNOREM,2024-01-13 16:03:37,8700 S CONSTANCE AVE,48,8,Open,Internet,41.736955318,-87.579424889,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,48,Calumet Heights
SR24-00081801,SWSNOREM,2024-01-13 16:05:58,9119 S OGLESBY AVE,48,7,Open,Internet,41.729292001,-87.566715,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,48,Calumet Heights
SR24-00083062,SWSNOREM,2024-01-14 02:54:29,9401 S STONY ISLAND AVE,48,8,Open,Phone Call,41.724079438,-87.585106,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-14,2023-2024,48,Calumet Heights
SR24-00081923,SWSNOREM,2024-01-13 16:43:43,1722 E 55TH ST,41,5,Open,Mobile Device,41.795433001,-87.582807,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,41,Hyde Park
SR24-00082480,SWSNOREM,2024-01-13 20:19:27,256 W 60TH PL,68,20,Open,Phone Call,41.784732001,-87.632541,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,68,Englewood
SR24-00082821,SWSNOREM,2024-01-13 23:05:28,803 S WELLS ST,32,34,Open,Mobile Device,41.872005001,-87.633279,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,32,The Loop
SR24-00083571,SWSNOREM,2024-01-14 08:51:22,3500 S PRAIRIE AVE,35,3,Open,Mobile Device,41.831023411,-87.620613485,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-14,2023-2024,35,Douglas
SR24-00087297,SWSNOREM,2024-01-15 07:54:54,7246 S PERRY AVE,69,6,Open,Internet,41.762214001,-87.628347,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-15,2023-2024,69,Greater Grand Crossing
SR24-00087823,SWSNOREM,2024-01-15 09:09:30,4324 W BERWYN AVE,13,39,Open,Mobile Device,41.977809001,-87.7367835,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-15,2023-2024,13,North Park
SR24-00085464,SWSNOREM,2024-01-14 16:18:21,4025 S WESTERN BLVD,61,12,Open,Internet,41.820237001,-87.683688,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-14,2023-2024,61,New City
SR24-00089905,SWSNOREM,2024-01-15 14:38:56,4201 W ARMITAGE AVE,20,26,Open,Mobile Device,41.917033432,-87.731525264,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-15,2023-2024,20,Hermosa
SR24-00081735,SWSNOREM,2024-01-13 15:49:13,6559 S GREENWOOD AVE,42,20,Open,Phone Call,41.775165001,-87.599493,Snow – Uncleared Sidewalk Complaint,,2024,1,2024-01-13,2023-2024,42,Woodlawn
SR24-00056738,SWSNOREM,2024-01-10 07:34:28,5311 S MILLARD AVE,62,23,Completed,Mobile Device,41.796630001,-87.714405,Snow – Uncleared Sidewalk Complaint,2024-01-11 11:51:43,2024,1,2024-01-10,2023-2024,62,West Elsdon
SR24-00056769,SWSNOREM,2024-01-10 07:37:51,5256 S RIDGEWAY AVE,62,23,Completed,Mobile Device,41.797116001,-87.7174515,Snow – Uncleared Sidewalk Complaint,2024-01-11 11:55:47,2024,1,2024-01-10,2023-2024,62,West Elsdon
