respondent,docket,violation_num,violation_date,hearing_date,violation_address,violation_desc,case_disposition,fine_amt,dept,cleaned_address,latlong,community,ward_1523,lat,long
"IMPERIAL MOTEL, C/O PRITESH PATEL ",22DT001065,T000212576,2022-01-27,4/4/2022,45 W 103RD ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,45 W 103RD ST,"41.70688605,-87.62491273536276",ROSELAND,34.0,41.70688605,-87.62491273536276
INENDINO A/K/A JIMMY INENDINO JAMES,21DS20384M,QTUF7WL,2021-02-08,7/14/2021,5004 S WINCHESTER AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5004 S WINCHESTER AVE,"41.802894449878536,-87.67344286124697",NEW CITY,15.0,41.802894449878536,-87.67344286124697
INTER CITY MAINTENANCE LLC C/O PANARIT KELMENDI ,20DT000416,T000193886,2020-01-23,3/9/2020,1018 W MADISON ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,1018 W MADISON,"41.881935049999996,-87.65279677526826",NEAR WEST SIDE,25.0,41.881935049999996,-87.65279677526826
IRVING DAINAS,22DT001306,T000205444,2022-01-30,4/18/2022,3438 W PETERSON ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3438 W PETERSON,"41.99038740983894,-87.71549699976674",NORTH PARK,50.0,41.99038740983894,-87.71549699976674
IRVING MP LLC ,21DT000932,T000205339,2021-02-20,4/26/2021,1415 W IRVING PARK ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1415 W IRVING PARK,"41.953365,-87.7364471",IRVING PARK,45.0,41.953365,-87.7364471
IRVING PARK LLC ,21DT000971,T000205343,2021-02-20,4/26/2021,4400 W IRVING PARK ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,4400 W IRVING PARK,"41.953609,-87.738232",IRVING PARK,45.0,41.953609,-87.738232
"IRVING PARK PROPERTY HOLDINGS I, LLC c/o CHARLES CUI ",20DS75836L,275836L,2020-01-19,2/27/2020,4901 W IRVING PARK RD,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,4901 W IRVING PARK RD,"41.9530835,-87.7503031",PORTAGE PARK,45.0,41.9530835,-87.7503031
"IRVING PARK PROPERTY HOLDINGS I, LLC c/o CHARLES H CUI ",20DS75836L,275836L,2020-01-19,2/27/2020,4901 W IRVING PARK RD,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,4901 W IRVING PARK RD,"41.9530835,-87.7503031",PORTAGE PARK,45.0,41.9530835,-87.7503031
"ISAAC JONES, JR., TRUST DTD 12/14/2011 c/o ISAAC JONES, JR., TRUSTEE ",20DS76087L,276087L,2020-01-22,3/3/2020,5055 S WINCHESTER AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5055 S WINCHESTER AVE,"41.8015548,-87.67319052",NEW CITY,15.0,41.8015548,-87.67319052
"ISAAC JONES, JR., TRUST DTD 12/14/2011 c/o MARY JONES, TRUSTEE ",20DS76087L,276087L,2020-01-22,3/3/2020,5055 S WINCHESTER AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5055 S WINCHESTER AVE,"41.8015548,-87.67319052",NEW CITY,15.0,41.8015548,-87.67319052
ISABEL CASTRO MUNOZ,22DT000803,T000206827,2022-01-11,3/21/2022,1312 W 31ST ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1312 W 31ST ST,"41.837955,-87.658869",BRIDGEPORT,11.0,41.837955,-87.658869
JAB REALTY AND DEVELOPMENT LLC C/O NATIONAL REGISTERED AGENTS INC ,21DT000499,T000206510,2021-02-02,3/22/2021,506 W DEMING PL,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,506 W DEMING PL,"41.928717199999994,-87.64318287193386",LINCOLN PARK,43.0,41.928717199999994,-87.64318287193386
JACOB M COHEN LLC C/O ANTHONY C. CAPANALE ,20DT000588,T000193866,2020-01-24,3/16/2020,3479 S ARCHER ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,3479 S ARCHER,"41.8305524,-87.67702026050725",MCKINLEY PARK,12.0,41.8305524,-87.67702026050725
JACOB M COHEN LLC C/O ANTHONY C. CAPANALE ,20DT000588,T000193866,2020-01-24,1/25/2021,3479 S ARCHER ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3479 S ARCHER,"41.8305524,-87.67702026050725",MCKINLEY PARK,12.0,41.8305524,-87.67702026050725
JACS 3052 LLC C/O ERIC FELDMAN & ASSOC. P.C. ,21DT000883,T000203136,2021-02-17,4/12/2021,3052 N LINCOLN ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,3052 N LINCOLN,"41.9370952,-87.66558393205496",LAKE VIEW,32.0,41.9370952,-87.66558393205496
JACS 3052 LLC C/O ERIC FELDMAN & ASSOC. P.C. ,21DT000883,T000203136,2021-02-17,5/17/2021,3052 N LINCOLN ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,3052 N LINCOLN,"41.9370952,-87.66558393205496",LAKE VIEW,32.0,41.9370952,-87.66558393205496
JAMES AND LOUIS COSMANO ,22DT001156,T000212333,2022-02-07,4/11/2022,3145 N NORDICA ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,3145 N NORDICA,"41.93786645,-87.80229988466405",MONTCLARE,29.0,41.93786645,-87.80229988466405
JAMES AND LOUIS COSMANO ,22DT001156,T000212333,2022-02-07,6/6/2022,3145 N NORDICA ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3145 N NORDICA,"41.93786645,-87.80229988466405",MONTCLARE,29.0,41.93786645,-87.80229988466405
J AND J 500 LLC ,22DT001172,T000213014,2022-02-04,4/11/2022,500 W 18TH ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,500 W 18TH ST,"41.857728,-87.640135",LOWER WEST SIDE,25.0,41.857728,-87.640135
"JDC GROUP INC, C/O MICHAEL SAHLI ",21DT000511,T000206478,2021-02-01,3/22/2021,2546 S FEDERAL ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,2546 S FEDERAL ST,"41.846132271849974,-87.62929906491",ARMOUR SQUARE,3.0,41.846132271849974,-87.62929906491
JEFFREY MILLER,22DT001012,T000207420,2022-01-25,4/4/2022,2153 W SCHILLER ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,2153 W SCHILLER,"41.9069332,-87.68197045861221",WEST TOWN,2.0,41.9069332,-87.68197045861221
JESSICA KOO,21DT000936,T000205335,2021-02-20,4/26/2021,1525 W LAWERENCE ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1525 W LAWRENCE,"41.96895994978044,-87.66897506778446",UPTOWN,47.0,41.96895994978044,-87.66897506778446
JEWEL FOOD STORE 2602 C/O C T CORPORATION SYSTEM ,21DT001359,T000203341,2021-02-04,5/10/2021,3655 S WESTERN ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,3655 S WESTERN,"41.827837133991395,-87.68427937648106",MCKINLEY PARK,12.0,41.827837133991395,-87.68427937648106
J & H REALTY INVESTMENTS INC. c/o JAMAL ALI ,20DS76186L,276186L,2020-01-21,3/3/2020,4500 S WESTERN AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,4500 S WESTERN AVE,"41.811939,-87.684639",BRIGHTON PARK,15.0,41.811939,-87.684639
J & H REALTY INVESTMENTS INC. C/O JAMAL ALI ,22DS03413M,QTU4LQL,2022-01-06,2/24/2022,4500 S WESTERN AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,4500 S WESTERN AVE,"41.811939,-87.684639",BRIGHTON PARK,15.0,41.811939,-87.684639
JING PAN,22DT000700,T000206835,2022-01-10,3/21/2022,535 W 36TH ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,535 W 36TH ST,"41.8288079,-87.6401687948661",BRIDGEPORT,11.0,41.8288079,-87.6401687948661
JJ PEPPERS FOOD STORE ,19DT005847,T000193801,2019-11-12,12/23/2019,3555 N CENTRAL ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3555 N CENTRAL AVE,"41.944543530215405,-87.76660013420415",PORTAGE PARK,36.0,41.944543530215405,-87.76660013420415
JL 839 LLC C/O GEORGE J. ARNOLD ,20DT000490,T000194916,2020-01-22,3/16/2020,5401 N LINOLN ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,5401 N LINCOLN,"41.97980665,-87.69246677435173",LINCOLN SQUARE,40.0,41.97980665,-87.69246677435173
JL 839 LLC C/O GEORGE J. ARNOLD ,20DT000490,T000194916,2020-01-22,2/8/2021,5401 N LINOLN ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,5401 N LINCOLN,"41.97980665,-87.69246677435173",LINCOLN SQUARE,40.0,41.97980665,-87.69246677435173
JODY C WILLIAMS BIG BAY LUMBER COMPANY ,21DT001061,T000206568,2021-02-20,4/19/2021,1017 W DIVISION ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1017 W DIVISION ST,"41.9030974,-87.65322921427995",NEAR NORTH SIDE,27.0,41.9030974,-87.65322921427995
JOHN AND BETTY CSHALLER ,22DT001017,T000203498,2022-01-27,4/4/2022,3714 S HALSTED ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3714 S HALSTED,"41.8271528,-87.64636985",BRIDGEPORT,11.0,41.8271528,-87.64636985
JOHN AND KELLY CHERF ,21DT000379,T000206465,2021-01-25,3/15/2021,2525 N GREENVIEW ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,2525 N GREENVIEW,"41.9278088,-87.66550710345003",LINCOLN PARK,2.0,41.9278088,-87.66550710345003
JOHNATHON AND CHRISTINA E MEITUS 1240 W WEBSTER LL ,21DT000632,T000207022,2021-02-06,4/5/2021,1240 W WEBSTER ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,1240 W WEBSTER,"41.9218649,-87.65998481189294",LINCOLN PARK,43.0,41.9218649,-87.65998481189294
JOHN DOMBROWSKI ,20DT000694,T000193931,2020-02-10,3/23/2020,1447 W 17TH ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,1447 W 17TH ST,"41.85855805,-87.66315393348506",LOWER WEST SIDE,25.0,41.85855805,-87.66315393348506
JOHN HALLE,22DT001097,T000206872,2022-02-03,4/4/2022,2621 N HAMPDEN CT,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,2621 N HAMPDEN CT,"41.9299335,-87.64072129143564",LINCOLN PARK,43.0,41.9299335,-87.64072129143564
JOHNS IMPORT FOODS ,22DT001075,T000211416,2022-02-08,4/11/2022,5515 N NORTHWEST HWY ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,5515 N NORTHWEST HWY,"41.9809771199132,-87.77859871307652",JEFFERSON PARK,45.0,41.9809771199132,-87.77859871307652
JOHNSON ALMETA,20DT000793,T000192995,2020-02-10,3/23/2020,10320 S CHURCH ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,10320 S CHURCH ST,"41.7060779,-87.66041697643678",BEVERLY,19.0,41.7060779,-87.66041697643678
JOHNSON PAMELA,20DS77477L,277477L,2020-01-22,3/16/2020,4438 S GREENWOOD AVE,10-8-180    Snow and ice removal.,Continuance,150.0,STRTSAN,4438 S GREENWOOD AVE,"41.814062727186474,-87.59946675986507",KENWOOD,4.0,41.814062727186474,-87.59946675986507
"JONES AUTO CENTER, C/O DUANE M JONES ",21DT001082,T000206579,2021-02-18,4/26/2021,5100 S WABASH ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,5100 S WABASH,"41.80171665,-87.62476938127166",WASHINGTON PARK,3.0,41.80171665,-87.62476938127166
JONES JR ISAAC,20DS76087L,276087L,2020-01-22,3/3/2020,5055 S WINCHESTER AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5055 S WINCHESTER AVE,"41.8015548,-87.67319052",NEW CITY,15.0,41.8015548,-87.67319052
JONES MARY,20DS76087L,276087L,2020-01-22,3/3/2020,5055 S WINCHESTER AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5055 S WINCHESTER AVE,"41.8015548,-87.67319052",NEW CITY,15.0,41.8015548,-87.67319052
JOUDEH SAMIR,20DS78417L,278417L,2020-01-22,3/24/2020,5628 S WESTERN AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5628 S WESTERN AVE,"41.7914865,-87.68431075730939",GAGE PARK,15.0,41.7914865,-87.68431075730939
JP MORGAN CHASE NATION ASSOC. ,22DT001397,T000202028,2022-02-04,4/18/2022,4645 W DIVERSEY ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,4645 W DIVERSEY,"41.9311575,-87.74377514632064",BELMONT CRAGIN,31.0,41.9311575,-87.74377514632064
"J PUBLICATION COMPANY LLC, C/O LINDA JOHNSON RICE ",22DT001146,T000207355,2022-01-07,4/4/2022,834 S MICHIGAN ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,834 S MICHIGAN,"41.8801026,-87.6243031",LOOP,42.0,41.8801026,-87.6243031
JRL INVESTMENTS LLC ,21DT000531,T000207076,2021-02-05,3/29/2021,3637 W DIVISION ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3637 W DIVISION ST,"41.90283124747426,-87.71743711623206",HUMBOLDT PARK,26.0,41.90283124747426,-87.71743711623206
JUAREZ A/K/A GRACIALA JUAREZ GRACIELA,22DS03422M,QTU4LTL,2022-01-06,4/13/2022,4614 S WESTERN AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,4614 S WESTERN AVE,"41.8097308,-87.68484975070628",BRIGHTON PARK,15.0,41.8097308,-87.68484975070628
JUAREZ RODRIGO,22DS03422M,QTU4LTL,2022-01-06,4/13/2022,4614 S WESTERN AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,4614 S WESTERN AVE,"41.8097308,-87.68484975070628",BRIGHTON PARK,15.0,41.8097308,-87.68484975070628
JUNG SU PARK,20DT000885,T000193394,2020-02-14,3/30/2020,3905 W 26TH ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3905 W 26TH ST,"41.84399585,-87.7224034555293",SOUTH LAWNDALE,22.0,41.84399585,-87.7224034555293
JUSKAITIS SAUL,23DT000439,T000218248,2023-01-31,3/20/2023,2236 W LYNDALE ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,2236 W LYNDALE ST,"41.9228522,-87.68419487101833",LOGAN SQUARE,32.0,41.9228522,-87.68419487101833
KAIROS ACQUISITIONS LLC ,22DT001556,T000207485,2022-02-08,5/2/2022,5002 S PRAIRIE ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,5002 S PRAIRIE,"41.80371688104369,-87.61955807093928",GRAND BOULEVARD,3.0,41.80371688104369,-87.61955807093928
KAJI JAMES,22DT001185,T000212561,2022-02-07,4/11/2022,1753 N MAPLEWOOD ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1753 N MAPLEWOOD,"41.912881714155496,-87.69084097958844",WEST TOWN,1.0,41.912881714155496,-87.69084097958844
KALIN AARON,22DS03583M,QTU4NWL,2022-01-12,2/28/2022,7428 N ROGERS AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,7428 N ROGERS AVE,"42.016655846722244,-87.67415210136416",ROGERS PARK,49.0,42.016655846722244,-87.67415210136416
K AND B CONTRACTORS ,21DT000847,T000203767,2021-02-22,4/12/2021,5129 W BELMONT ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,5129 W BELMONT,"41.93847305,-87.75492982589645",BELMONT CRAGIN,31.0,41.93847305,-87.75492982589645
KAPP SCOTT,21DT001199,T000206623,2021-02-25,5/3/2021,2711 N ORCHARD ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,2711 N ORCHARD ST,"41.93178790553499,-87.64644037497423",LINCOLN PARK,43.0,41.93178790553499,-87.64644037497423
KARITSIOTIS NICK,22DT000966,T000212465,2022-01-27,4/4/2022,2775 N ELSTON ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,2775 N ELSTON,"41.93192745,-87.6869053884899",LOGAN SQUARE,32.0,41.93192745,-87.6869053884899
KASS MARK,22DT000771,T000212937,2022-01-12,3/21/2022,3139 N PAULINA ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,3139 N PAULINA ST,"41.93898525,-87.67084220048187",LAKE VIEW,32.0,41.93898525,-87.67084220048187
"KEDZIE & WASHINGTON PROPERTY, LLC C/O SAMI KHALIL ",21DS20483M,QTUF84L,2021-02-10,7/14/2021,100 N KEDZIE AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,100 N KEDZIE AVE,"41.88315915,-87.70652906434054",EAST GARFIELD PARK,28.0,41.88315915,-87.70652906434054
KEITH MYERS CRUM ,22DT001573,T000207490,2022-02-14,5/2/2022,1203 E 50TH ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,1203 E 50TH ST,"41.8039689,-87.59651495209303",KENWOOD,4.0,41.8039689,-87.59651495209303
KEITH MYERS CRUM ,22DT001573,T000207490,2022-02-14,6/6/2022,1203 E 50TH ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,1203 E 50TH ST,"41.8039689,-87.59651495209303",KENWOOD,4.0,41.8039689,-87.59651495209303
KENMORE WEBSTER LLC ,21DT000329,T000206448,2021-01-29,3/15/2021,2150 N KENMORE ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,2150 N KENMORE,"41.921387,-87.654803",LINCOLN PARK,43.0,41.921387,-87.654803
"KENSINGTON SOUTH LOOP BUILDING LLC, C/O CHARLES MARLAS ",21DT000529,T000206499,2021-02-05,3/29/2021,1935 S MICHIGAN ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1935 S MICHIGAN,"41.8693994,-87.6240453",LOOP,4.0,41.8693994,-87.6240453
KETU AMIN,22DT000983,T000206856,2022-01-26,3/28/2022,25 E CEDAR ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,25 E CEDAR ST,"41.9021858,-87.6272666196791",NEAR NORTH SIDE,42.0,41.9021858,-87.6272666196791
KETU AMIN,22DT001094,T000206865,2022-02-01,4/4/2022,25 E CEDAR ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,25 E CEDAR ST,"41.9021858,-87.6272666196791",NEAR NORTH SIDE,42.0,41.9021858,-87.6272666196791
KEVIN HINELINE,23DT000505,T000215156,2023-01-31,3/27/2023,3301 S EMERALD ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3301 S EMERALD,"41.83429325,-87.64474135035593",BRIDGEPORT,11.0,41.83429325,-87.64474135035593
KEVIN LANE VEDDER PRICE ,22DT001108,T000206895,2022-02-03,4/4/2022,924 N CLARK ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,924 N CLARK,"41.8995506,-87.63187427600926",NEAR NORTH SIDE,2.0,41.8995506,-87.63187427600926
KEVIN LANE VEDDER PRICE ,22DT001285,T000206925,2022-02-15,4/18/2022,924 N CLARK ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,924 N CLARK,"41.8995506,-87.63187427600926",NEAR NORTH SIDE,2.0,41.8995506,-87.63187427600926
KEVIN LANE VEDDER PRICE ,22DT001549,T000207468,2022-02-25,4/25/2022,924 N CLARK ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,924 N CLARK ST,"41.8995506,-87.63187427600926",NEAR NORTH SIDE,2.0,41.8995506,-87.63187427600926
KFC ,21DT000846,T000203766,2021-02-24,4/12/2021,3536 N CICERO ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,3536 N CICERO,"41.945432499999995,-87.74747492620027",PORTAGE PARK,31.0,41.945432499999995,-87.74747492620027
KFC ,21DT000846,T000203766,2021-02-24,5/10/2021,3536 N CICERO ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3536 N CICERO,"41.945432499999995,-87.74747492620027",PORTAGE PARK,31.0,41.945432499999995,-87.74747492620027
KG8 CONSTRUCTION LLC ,22DT001522,T000211938,2022-02-08,4/25/2022,4400 S WASHTENAW ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,4400 S WASHTENAW,"41.813636849999995,-87.69227153763796",BRIGHTON PARK,15.0,41.813636849999995,-87.69227153763796
KHAMIS ALADIN,20DT000584,T000194915,2020-01-22,3/16/2020,5550 N ASHLAND ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,5550 N ASHLAND,"41.9832423,-87.67010451634512",EDGEWATER,40.0,41.9832423,-87.67010451634512
"KING 83RD, INC. C/O THOMAS GEORGE ",21DS19296M,QTUFO2L,2021-02-09,7/7/2021,8252 S DR MARTIN LUTHER KING JR DR,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,8252 S DR MARTIN LUTHER KING JR DR,"41.6575908,-87.6130501",RIVERDALE,9.0,41.6575908,-87.6130501
"KJCUBED, LLC c/o KAMAL JACKSON ",19DS72388L,272388L,2019-11-15,1/22/2020,7800 S EXCHANGE AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,7800 S EXCHANGE AVE,"41.7535527,-87.55458234636242",SOUTH SHORE,7.0,41.7535527,-87.55458234636242
KLIGERMAN AND ROGOZNICA ,22DT001174,T000213013,2022-01-31,4/11/2022,1800 W 17TH ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1800 W 17TH ST,"41.858718,-87.67129",LOWER WEST SIDE,25.0,41.858718,-87.67129
"KM LPTV OF CHICAGO-13, L.L.C. C/O KUN CHAE BAE ",21DS20234M,QTUF41L,2021-02-02,7/13/2021,5233 N KEDZIE AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5233 N KEDZIE AVE,"41.97690795,-87.70824640757533",NORTH PARK,40.0,41.97690795,-87.70824640757533
KONTOYANNIS CLEO,19DS72474L,272474L,2019-11-14,1/28/2020,1335 W MORSE AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,1335 W MORSE AVE,"42.00773245,-87.66542264259454",ROGERS PARK,49.0,42.00773245,-87.66542264259454
KONTOYANNIS STEVE,19DS72474L,272474L,2019-11-14,1/28/2020,1335 W MORSE AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,1335 W MORSE AVE,"42.00773245,-87.66542264259454",ROGERS PARK,49.0,42.00773245,-87.66542264259454
KRAVITES RESTAURANT 6676 LLC ,20DT001027,T000195452,2020-01-23,4/6/2020,110 W OHIO ST,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,110 W OHIO ST,"41.89250553091705,-87.63142024305525",NEAR NORTH SIDE,42.0,41.89250553091705,-87.63142024305525
KULOVITZ JIMMY,20DS76001L,276001L,2020-01-22,3/3/2020,4534 S ROCKWELL ST,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,4534 S ROCKWELL ST,"41.8109343,-87.6896433374145",BRIGHTON PARK,15.0,41.8109343,-87.6896433374145
KUN DENG,22DT001286,T000207461,2022-02-15,4/18/2022,3401 S MORGAN ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,3401 S MORGAN,"41.83251355,-87.65077509925999",BRIDGEPORT,11.0,41.83251355,-87.65077509925999
KWON YOUNG DAE,21DT000580,T000207087,2021-02-06,4/5/2021,2235 S MICHIGAN ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,2235 S MICHIGAN,"41.8693994,-87.6240453",LOOP,4.0,41.8693994,-87.6240453
LAGUNAS FRANCISCO,22DS03373M,QTU4KBL,2022-01-04,2/24/2022,2500 N AVERS AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,2500 N AVERS AVE,"41.92648915,-87.7234180844494",LOGAN SQUARE,31.0,41.92648915,-87.7234180844494
LAKE FOREST LANDMARK COMPANY LLC ,22DT001120,T000212474,2022-02-01,4/4/2022,2301 N ELSTON ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,2301 N ELSTON,"41.924101,-87.67593",LOGAN SQUARE,32.0,41.924101,-87.67593
LA MICHOACANA PRIME CORP ,20DT000436,T000193339,2020-01-24,3/9/2020,5701 W FULLERTON ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,5701 W FULLERTON,"41.924257499999996,-87.76783155",BELMONT CRAGIN,30.0,41.924257499999996,-87.76783155
LA MICHOACANA PRIME CORP C/O LIZBETH HERNANDEZ,20DT000436,T000193339,2020-01-24,3/9/2020,5701 W FULLERTON ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,5701 W FULLERTON,"41.924257499999996,-87.76783155",BELMONT CRAGIN,30.0,41.924257499999996,-87.76783155
LANII99 LLC ,22DT001037,T000205038,2022-01-26,4/4/2022,4024 N KEDZIE ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,4024 N KEDZIE,"41.95470265,-87.70826897427716",IRVING PARK,33.0,41.95470265,-87.70826897427716
LAP ENTERPRISES INC C/O GEORGE E. BECKER ,20DT000475,T000194383,2020-01-22,3/16/2020,3930 N ASHLAND ,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,3930 N ASHLAND,"41.9534042,-87.6693350391943",LAKE VIEW,47.0,41.9534042,-87.6693350391943
LARA ELENA,20DS77767L,277767L,2020-02-16,3/17/2020,5600 S WASHTENAW AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5600 S WASHTENAW AVE,"41.79179,-87.691418",GAGE PARK,15.0,41.79179,-87.691418
LARA EVERARDO,20DS77767L,277767L,2020-02-16,3/17/2020,5600 S WASHTENAW AVE,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,5600 S WASHTENAW AVE,"41.79179,-87.691418",GAGE PARK,15.0,41.79179,-87.691418
LARAMIE MARATHON ,21DT000687,T000203751,2021-02-18,4/5/2021,1151 N LARAMIE ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1151 N LARAMIE,"41.901821444444444,-87.7556531111111",AUSTIN,37.0,41.901821444444444,-87.7556531111111
LASALLE ASSOCIATES ,22DT001412,T000212571,2022-02-07,4/18/2022,1237 W WELLINGTON ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,1237 W WELLINGTON,"41.93578,-87.6603466",LAKE VIEW,32.0,41.93578,-87.6603466
LATINXREINVESTORS GROUP INC. C/O RAYMOND PEREZ ,22DS03558M,QTU4M9L,2022-01-11,2/28/2022,4747 W GRACE ST,10-8-180    Snow and ice removal.,Liable,150.0,STRTSAN,4747 W GRACE ST,"41.94958955,-87.74650009999999",PORTAGE PARK,30.0,41.94958955,-87.74650009999999
"LAWRENCE KENNEDY BP, C/O PANAGIOTAS FLOUDAS KENNEDY BP",21DT001124,T000204283,2021-02-20,4/19/2021,5027 W LAWRENCE ,10-8-180    Snow and ice removal.,Liable,150.0,TRANPORT,5027 W LAWRENCE,"41.967648,-87.75409632767654",PORTAGE PARK,45.0,41.967648,-87.75409632767654
LAWRENCE WHTMAN TRUSTEE OF THE LAWRENCE  AND ATHENA WHITMAN JOINT LIVING TRUST ,22DT001223,T000207365,2022-01-11,4/4/2022,812 E 41ST ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,812 E 41ST ST,"41.820672599999995,-87.60623398205686",OAKLAND,4.0,41.820672599999995,-87.60623398205686
LCR CAPITAL GOLDFISH SWIM SCHOOL ,21DT001063,T000206977,2021-02-24,4/19/2021,1930 W HUBBARD ST,10-8-180    Snow and ice removal.,Continuance,150.0,TRANPORT,1930 W HUBBARD ST,"41.89023485,-87.67575881219261",WEST TOWN,27.0,41.89023485,-87.67575881219261
