,Docket Number,Violation Date,Violation Address,Issuing Department Code,Imposed Fine Detailed,year,month,date,season,City,State,Cleaned Address,Corrected
1357,21DT001361,2021-02-05,2648 S CENTRAL PARK,TRANPORT,500.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,2648 S CENTRAL PARK,
1358,21DT001362,2021-02-02,3986 S ARCHER,TRANPORT,500.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,3986 S ARCHER,
1359,21DT001363,2021-02-18,3731 W ROOSEVELT RD,TRANPORT,500.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,3731 W ROOSEVELT RD,
1360,21DT001364,2021-02-18,4710 S ARCHER,TRANPORT,0.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,4710 S ARCHER,
1361,21DT001364,2021-02-18,4710 S ARCHER,TRANPORT,110.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,4710 S ARCHER,
1362,21DT001365,2021-02-05,301 W 23RD PL,TRANPORT,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,301 W 23RD PL,
1363,21DT001371,2021-01-29,2822 W LYNDALE,TRANPORT,0.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,2822 W LYNDALE,
1364,21DT001371,2021-01-29,2822 W LYNDALE,TRANPORT,110.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,2822 W LYNDALE,
1365,21DT001372,2021-01-29,2069 N HUMBOLDT,TRANPORT,0.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,2069 N HUMBOLDT,
1366,21DT001372,2021-01-29,2069 N HUMBOLDT,TRANPORT,150.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,2069 N HUMBOLDT,
1367,21DT001373,2021-02-08,2717 W ARMITAGE,TRANPORT,150.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,2717 W ARMITAGE,
1368,21DT001374,2021-01-29,1458 N MAPLEWOOD,TRANPORT,150.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,1458 N MAPLEWOOD,
1369,21DT001389,2021-03-03,2453 W DIVERSEY,TRANPORT,0.0,2021,3,2021-03-03,2020-2021,Chicago,Illinois,2453 W DIVERSEY,
1370,21DT001389,2021-03-03,2453 W DIVERSEY,TRANPORT,150.0,2021,3,2021-03-03,2020-2021,Chicago,Illinois,2453 W DIVERSEY,
1371,21DT001475,2021-02-17,1325 S INDEPENDENCE,TRANPORT,500.0,2021,2,2021-02-17,2020-2021,Chicago,Illinois,1325 S INDEPENDENCE,
1372,21DT001476,2021-02-19,3238 W 31ST ST,TRANPORT,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,3238 W 31ST ST,
1373,21DT001477,2021-02-17,3901 S KEDZIE,TRANPORT,150.0,2021,2,2021-02-17,2020-2021,Chicago,Illinois,3901 S KEDZIE,
1374,21DT001478,2021-02-17,3100 W CERMAK RD,TRANPORT,110.0,2021,2,2021-02-17,2020-2021,Chicago,Illinois,3100 W CERMAK RD,
1375,21DT001479,2021-02-17,3541 S ARCHER,TRANPORT,500.0,2021,2,2021-02-17,2020-2021,Chicago,Illinois,3541 S ARCHER,
1376,21DT001484,2021-02-22,601 S CENTRAL PARK,TRANPORT,150.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,601 S CENTRAL PARK,
1377,21DT001485,2021-02-23,100 N KEDZIE,TRANPORT,0.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,100 N KEDZIE,
1378,21DT001486,2021-02-23,111 N KEDZIE,TRANPORT,0.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,111 N KEDZIE,
1379,21DT001487,2021-02-23,101 N KEDZIE,TRANPORT,0.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,101 N KEDZIE,
1380,21DT001488,2021-02-24,4651 S LAMON,TRANPORT,150.0,2021,2,2021-02-24,2020-2021,Chicago,Illinois,4651 S LAMON,
1381,21DT001489,2021-02-24,4049 S CALIFORNIA,TRANPORT,0.0,2021,2,2021-02-24,2020-2021,Chicago,Illinois,4049 S CALIFORNIA,
1382,21DT001490,2021-02-19,3269 S ARCHER,TRANPORT,110.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,3269 S ARCHER,
1383,21DT001491,2021-02-19,3000 W WASHINGTON,TRANPORT,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,3000 W WASHINGTON,
1384,21DT001493,2021-01-29,3311 W WASHINGTON,TRANPORT,500.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,3311 W WASHINGTON,
1385,21DT001494,2021-02-22,3311 W WASHINGTON,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,3311 W WASHINGTON,
1386,21DT001509,2021-02-09,1537 W GRAND,TRANPORT,500.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,1537 W GRAND AVE,True
1387,21DT001510,2021-01-29,1900 W GRAND,TRANPORT,150.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,1900 W GRAND AVE,True
1388,21DT001511,2021-01-29,2110 N MILWAUKEE,TRANPORT,500.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,2110 N MILWAUKEE,
1389,21DT001512,2021-02-10,2235 W CERMAK,TRANPORT,0.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,2235 W CERMAK,
1390,21DT001512,2021-02-10,2235 W CERMAK,TRANPORT,500.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,2235 W CERMAK,
1391,21DT001515,2021-02-19,2959 W WASHINGTON,TRANPORT,110.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,2959 W WASHINGTON,
1392,21DT001516,2021-02-22,4455 S SPAULDING,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,4455 S SPAULDING,
1393,21DT001517,2021-02-22,3600 S ASHLAND,TRANPORT,110.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,3600 S ASHLAND,
1394,21DT001583,2021-02-23,2701 N CLYBOURN,TRANPORT,0.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,2701 N CLYBOURN,
1395,21DT001583,2021-02-23,2701 N CLYBOURN,TRANPORT,110.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,2701 N CLYBOURN,
1396,21DT001583,2021-02-23,2701 N CLYBOURN,TRANPORT,150.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,2701 N CLYBOURN,
1397,21DT001638,2021-02-23,3311 W WASHINGTON,TRANPORT,500.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,3311 W WASHINGTON,
1398,21DT001643,2021-02-23,4052 W GRAND,TRANPORT,150.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,4052 W GRAND AVE,True
1399,21DT001644,2021-02-22,2400 N KEDZIE,TRANPORT,150.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,2400 N KEDZIE,
1400,21DT001657,2021-02-09,1629 W GRAND,TRANPORT,500.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,1629 W GRAND AVE,True
1401,21DT001658,2021-02-09,505 N HERMITAGE,TRANPORT,110.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,505 N HERMITAGE,
1402,21DT001659,2021-02-09,1627 W GRAND,TRANPORT,0.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,1627 W GRAND AVE,True
1403,21DT001659,2021-02-09,1627 W GRAND,TRANPORT,110.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,1627 W GRAND AVE,True
1404,21DT001846,2021-02-22,3159 N SOUTHPORT,TRANPORT,150.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,3159 N SOUTHPORT,
1405,21DT001858,2021-02-19,1325 N CENTRAL,TRANPORT,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,1325 N CENTRAL AVE,True
1406,21DT001859,2021-02-19,1300 N KOSTNER,TRANPORT,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,1300 N KOSTNER,
1407,21DT001951,2021-02-22,2017 W LOOMIS,TRANPORT,150.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,2017 W LOOMIS,
1408,21DT001952,2021-02-09,255 W 22ND PL,TRANPORT,150.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,255 W 22ND PL,
1409,21DT001953,2021-02-19,416 S KOSTNER,TRANPORT,500.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,416 S KOSTNER,
1410,21DT001954,2021-02-11,2110 N MILWAUKEE,TRANPORT,500.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,2110 N MILWAUKEE,
1411,21DT001974,2021-03-22,1712 N WOLCOTT,TRANPORT,0.0,2021,3,2021-03-22,2020-2021,Chicago,Illinois,1712 N WOLCOTT,
1412,21DT002120,2021-02-24,338 N AVERS,TRANPORT,500.0,2021,2,2021-02-24,2020-2021,Chicago,Illinois,338 N AVERS,
1413,21DT002129,2021-02-24,4909 W DIVISION ST,TRANPORT,0.0,2021,2,2021-02-24,2020-2021,Chicago,Illinois,4909 W DIVISION ST,
1414,21DT002129,2021-02-24,4909 W DIVISION ST,TRANPORT,500.0,2021,2,2021-02-24,2020-2021,Chicago,Illinois,4909 W DIVISION ST,
1415,21DT002543,2021-02-19,1626 S ALLPORT,TRANPORT,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,1626 S ALLPORT,
1416,21DT002544,2021-02-19,310 W 74TH PL,TRANPORT,50.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,310 W 74TH PL,
1417,21DT002544,2021-02-19,310 W 74TH PL,TRANPORT,500.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,310 W 74TH PL,
1418,21DT002672,2021-02-19,4002 W CHICAGO,TRANPORT,50.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,4002 W CHICAGO,
1419,21DT002672,2021-02-19,4002 W CHICAGO,TRANPORT,500.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,4002 W CHICAGO,
1420,21DT002729,2021-02-04,6247 S NARRAGANSETT,TRANPORT,150.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,6247 S NARRAGANSETT,
1421,21DT002730,2021-02-04,6246 S MULLIGAN,TRANPORT,150.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,6246 S MULLIGAN,
1422,21DT002731,2021-02-04,6350 W 63RD ST,TRANPORT,150.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,6350 W 63RD ST,
1423,21DT002747,2021-01-27,5450 S 47TH,TRANPORT,500.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,5450 S 47TH,
1424,21DT002748,2021-01-27,7054 W ARCHER,TRANPORT,500.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,7054 W ARCHER,
1425,21DT002749,2021-01-27,7054 W ARCHER,TRANPORT,500.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,7054 W ARCHER,
1426,21DT002756,2021-01-29,5687 S ARCHER,TRANPORT,50.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,5687 S ARCHER,
1427,21DT002756,2021-01-29,5687 S ARCHER,TRANPORT,150.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,5687 S ARCHER,
1428,21DT002756,2021-01-29,5687 S ARCHER,TRANPORT,500.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,5687 S ARCHER,
1429,21DT002757,2021-01-28,6944 S ARCHER,TRANPORT,150.0,2021,1,2021-01-28,2020-2021,Chicago,Illinois,6944 S ARCHER,
1430,21DT002757,2021-01-28,6944 S ARCHER,TRANPORT,500.0,2021,1,2021-01-28,2020-2021,Chicago,Illinois,6944 S ARCHER,
1431,21DT002758,2021-01-28,6944 S ARCHER,TRANPORT,150.0,2021,1,2021-01-28,2020-2021,Chicago,Illinois,6944 S ARCHER,
1432,21DT002758,2021-01-28,6944 S ARCHER,TRANPORT,500.0,2021,1,2021-01-28,2020-2021,Chicago,Illinois,6944 S ARCHER,
1433,21DT002759,2021-01-27,6141 S ARCHER,TRANPORT,150.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,6141 S ARCHER,
1434,21DT002760,2021-01-27,6141 S ARCHER,TRANPORT,150.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,6141 S ARCHER,
1435,21DT002765,2021-02-11,5055 W 63RD ST,TRANPORT,150.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,5055 W 63RD ST,
1436,21DT002766,2021-02-02,7000 W ARCHER,TRANPORT,0.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,7000 W ARCHER,
1437,21DT002767,2021-02-02,5458 S SAYRE,TRANPORT,50.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,5458 S SAYRE,
1438,21DT002768,2021-02-02,5901 S HARLEM,TRANPORT,500.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,5901 S HARLEM,
1439,21DT002769,2021-02-02,7157 W 59TH ST,TRANPORT,0.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,7157 W 59TH ST,
1440,21DT002770,2021-02-02,5901 S HARLEM,TRANPORT,500.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,5901 S HARLEM,
1441,21DT002771,2021-02-18,5414 S NEWLAND,TRANPORT,150.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5414 S NEWLAND,
1442,21DT002771,2021-02-18,5414 S NEWLAND,TRANPORT,500.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5414 S NEWLAND,
1443,21DT002772,2021-02-18,6940 W ARCHER,TRANPORT,150.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,6940 W ARCHER,
1444,21DT002772,2021-02-18,6940 W ARCHER,TRANPORT,500.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,6940 W ARCHER,
1445,21DT002773,2021-02-18,5944 W ARCHER,TRANPORT,150.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5944 W ARCHER,
1446,21DT002774,2021-02-02,3918 W 63RD ST,TRANPORT,150.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,3918 W 63RD ST,
1447,21DT002775,2021-02-05,6400 W ARCHER,TRANPORT,500.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,6400 W ARCHER,
1448,21DT002776,2021-02-05,5446 S NARRAGANSETT,TRANPORT,500.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,5446 S NARRAGANSETT,
1449,21DT002777,2021-02-09,7150 W 54TH ST,TRANPORT,110.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,7150 W 54TH ST,
1450,21DT002778,2021-02-09,5349 S HARLEM,TRANPORT,0.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,5349 S HARLEM,
1451,21DT002779,2021-02-05,6343 W 63RD ST,TRANPORT,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,6343 W 63RD ST,
1452,21DT002780,2021-02-05,343 W 63RD ST,TRANPORT,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,343 W 63RD ST,
1453,21DT002781,2021-02-05,6301 S NARRAGANSETT,TRANPORT,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,6301 S NARRAGANSETT,
1454,21DT002782,2021-02-05,6301 S NARRAGANSETT,TRANPORT,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,6301 S NARRAGANSETT,
1455,21DT002783,2021-02-08,7159 W 56TH ST,TRANPORT,150.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,7159 W 56TH ST,
1456,21DT002783,2021-02-08,7159 W 56TH ST,TRANPORT,500.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,7159 W 56TH ST,
1457,21DT002784,2021-02-08,5601 S HARLEM,TRANPORT,150.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,5601 S HARLEM,
1458,21DT002785,2021-02-08,6401 W 63RD ST,TRANPORT,150.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,6401 W 63RD ST,
1459,21DT002785,2021-02-08,6401 W 63RD ST,TRANPORT,500.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,6401 W 63RD ST,
1460,21DT002786,2021-02-08,6300 S NARRAGANSETT,TRANPORT,500.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,6300 S NARRAGANSETT,
1461,21DT002787,2021-02-05,6417 W ARCHER,TRANPORT,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,6417 W ARCHER,
1462,21DT002788,2021-02-05,5501 S NAGLE,TRANPORT,50.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,5501 S NAGLE,
1463,21DT002789,2021-02-04,5900 S SAWYER,TRANPORT,500.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,5900 S SAWYER,
1464,21DT002791,2021-02-08,5259 S ARCHER,TRANPORT,0.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,5259 S ARCHER,
1465,21DT002791,2021-02-08,5259 S ARCHER,TRANPORT,500.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,5259 S ARCHER,
1466,21DT002792,2021-02-08,5140 S KOLMAR,TRANPORT,110.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,5140 S KOLMAR,
1467,21DT002793,2021-02-11,5115 W 63RD ST,TRANPORT,0.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,5115 W 63RD ST,
1468,21DT002794,2021-02-11,601 S LEAMINGTON,TRANPORT,500.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,601 S LEAMINGTON,
1469,21DT002795,2021-02-04,4500 W 63RD ST,TRANPORT,150.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,4500 W 63RD ST,
1470,21DT002796,2021-02-04,6248 S KILBOURN,TRANPORT,150.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,6248 S KILBOURN,
1471,21DT002797,2021-02-05,2724 W 51ST ST,TRANPORT,50.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,2724 W 51ST ST,
1472,21DT002797,2021-02-05,2724 W 51ST ST,TRANPORT,500.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,2724 W 51ST ST,
1473,21DT002798,2021-02-05,5059 S CALIFORNIA,TRANPORT,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,5059 S CALIFORNIA,
1474,21DT002798,2021-02-05,5059 S CALIFORNIA,TRANPORT,500.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,5059 S CALIFORNIA,
1475,21DT002799,2021-02-04,5101 S KEDZIE,TRANPORT,500.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,5101 S KEDZIE,
1476,21DT002800,2021-02-09,3159 W 51ST ST,TRANPORT,500.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,3159 W 51ST ST,
1477,21DT002801,2021-02-09,5959 W 63RD ST,TRANPORT,500.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,5959 W 63RD ST,
1478,21DT002802,2021-02-09,5953 W 63RD ST,TRANPORT,500.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,5953 W 63RD ST,
1479,21DT002803,2021-02-09,6301 S AUSTIN,TRANPORT,500.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,6301 S AUSTIN,
1480,21DT002804,2021-02-09,6754 W 63RD ST,TRANPORT,50.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,6754 W 63RD ST,
1481,21DT002804,2021-02-09,6754 W 63RD ST,TRANPORT,500.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,6754 W 63RD ST,
1482,21DT002805,2021-02-09,6259 S OAK PARK,TRANPORT,0.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,6259 S OAK PARK,
1483,21DT002805,2021-02-09,6259 S OAK PARK,TRANPORT,500.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,6259 S OAK PARK,
1484,21DT002831,2021-01-29,6621 W ARCHER,TRANPORT,110.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,6621 W ARCHER,
1485,21DT002832,2021-01-28,6848 W ARCHER,TRANPORT,150.0,2021,1,2021-01-28,2020-2021,Chicago,Illinois,6848 W ARCHER,
1486,21DT002833,2021-01-28,4724 W 51ST ST,TRANPORT,150.0,2021,1,2021-01-28,2020-2021,Chicago,Illinois,4724 W 51ST ST,
1487,21DT002834,2021-01-28,5001 S CICERO,TRANPORT,150.0,2021,1,2021-01-28,2020-2021,Chicago,Illinois,5001 S CICERO,
1488,21DT002968,2021-02-19,6609 W ARCHER,TRANPORT,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,6609 W ARCHER,
1489,21DT002969,2021-02-22,7142 W 56TH ST,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,7142 W 56TH ST,
1490,21DT002970,2021-02-22,5543 S HARLEM,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,5543 S HARLEM,
1491,21DT002971,2021-02-22,2400 W 51ST ST,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,2400 W 51ST ST,
1492,21DT002972,2021-02-22,2418 W 51ST ST,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,2418 W 51ST ST,
1493,21DT002973,2021-02-22,5357 S MC VICKER,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,5357 S MCVICKER,True
1494,21DT002974,2021-02-22,6188 S ARCHER,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,6188 S ARCHER,
1495,21DT002975,2021-02-22,5500 S NORDICA,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,5500 S NORDICA,
1496,21DT002976,2021-02-22,7035 W ARCHER,TRANPORT,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,7035 W ARCHER,
1497,21DT002977,2021-02-18,5308 S CENTRAL,TRANPORT,0.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5308 S CENTRAL AVE,True
1498,21DT002977,2021-02-18,5308 S CENTRAL,TRANPORT,500.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5308 S CENTRAL AVE,True
1499,21DT002978,2021-02-18,5308 S CENTRAL,TRANPORT,0.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5308 S CENTRAL AVE,True
1500,21DT002978,2021-02-18,5308 S CENTRAL,TRANPORT,500.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5308 S CENTRAL AVE,True
1501,21DT002979,2021-02-18,5892 S ARCHER,TRANPORT,0.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5892 S ARCHER,
1502,21DT002979,2021-02-18,5892 S ARCHER,TRANPORT,500.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5892 S ARCHER,
1503,21DT002980,2021-02-18,6950 W ARCHER,TRANPORT,50.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,6950 W ARCHER,
1504,21DT002981,2021-02-18,5449 S SAYRE,TRANPORT,0.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5449 S SAYRE,
1505,21DT002982,2021-02-18,6950 W ARCHER,TRANPORT,0.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,6950 W ARCHER,
1506,21DT002983,2021-02-18,5438 S MULLIGAN,TRANPORT,0.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5438 S MULLIGAN,
1507,21DT002983,2021-02-18,5438 S MULLIGAN,TRANPORT,150.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5438 S MULLIGAN,
1508,21DT002984,2021-02-18,5438 S MULLIGAN,TRANPORT,150.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,5438 S MULLIGAN,
1509,21DT002985,2021-02-18,6366 W ARCHER,TRANPORT,0.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,6366 W ARCHER,
1510,21DT002985,2021-02-18,6366 W ARCHER,TRANPORT,150.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,6366 W ARCHER,
1511,21DT003048,2021-02-22,5358 S MCVICKER,TRANPORT,50.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,5358 S MCVICKER,
1512,21DT003049,2021-02-22,6188 S ARCHER,TRANPORT,50.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,6188 S ARCHER,
1513,21DT003050,2021-02-19,5458 S RUTHERFORD,TRANPORT,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,5458 S RUTHERFORD,
1514,21DT003051,2021-02-19,6738 W ARCHER,TRANPORT,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,6738 W ARCHER,
1515,21DT003052,2021-02-22,4741 W 51ST ST,TRANPORT,0.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,4741 W 51ST ST,
1516,21DT003053,2021-02-22,5101 S CICERO,TRANPORT,0.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,5101 S CICERO,
1517,21DT003371,2021-02-22,1629 S CLINTON,TRANPORT,0.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,1629 S CLINTON,
1518,21DT003372,2021-02-18,225 N WESTERN,TRANPORT,500.0,2021,2,2021-02-18,2020-2021,Chicago,Illinois,225 N WESTERN,
1519,22CP000622,2022-01-10,11519 S VINCENNES,POLICE,0.0,2022,1,2022-01-10,2021-2022,Chicago,Illinois,11519 S VINCENNES,
1520,22CP000767,2022-01-10,1456 W 61ST ST,POLICE,0.0,2022,1,2022-01-10,2021-2022,Chicago,Illinois,1456 W 61ST ST,
1521,22CP001080,2022-01-16,6135 S VERNON AVE,POLICE,0.0,2022,1,2022-01-16,2021-2022,Chicago,Illinois,6135 S VERNON AVE,
1522,22CP001430,2022-01-23,6345 S ABERDEEN,POLICE,0.0,2022,1,2022-01-23,2021-2022,Chicago,Illinois,6345 S ABERDEEN,
1523,22CP001430,2022-01-23,6345 S ABERDEEN,POLICE,150.0,2022,1,2022-01-23,2021-2022,Chicago,Illinois,6345 S ABERDEEN,
1524,22CP001431,2022-01-23,6350 S ABERDEEN,POLICE,150.0,2022,1,2022-01-23,2021-2022,Chicago,Illinois,6350 S ABERDEEN,
1525,22CP001604,2022-01-29,1049 W MARQUETTE RD,POLICE,0.0,2022,1,2022-01-29,2021-2022,Chicago,Illinois,1049 W MARQUETTE RD,
1526,22CP001691,2022-01-29,6331 S RHODES,POLICE,0.0,2022,1,2022-01-29,2021-2022,Chicago,Illinois,6331 S RHODES,
1527,22CP001810,2022-02-03,6654 S LOOMIS ST,POLICE,0.0,2022,2,2022-02-03,2021-2022,Chicago,Illinois,6654 S LOOMIS ST,
1528,22CS000494,2022-02-03,260 W 65TH ST,POLICE,0.0,2022,2,2022-02-03,2021-2022,Chicago,Illinois,260 W 65TH ST,
1529,22CS00058A,2022-02-04,6621 S LANGLEY,BAFCONP,0.0,2022,2,2022-02-04,2021-2022,Chicago,Illinois,6621 S LANGLEY,
1530,22CS00059A,2022-01-04,6613 S LANGLEY AVE,BAFCONP,0.0,2022,1,2022-01-04,2021-2022,Chicago,Illinois,6613 S LANGLEY AVE,
1531,22DS02242M,2022-01-05,51 E 71ST ST,STRTSAN,50.0,2022,1,2022-01-05,2021-2022,Chicago,Illinois,51 E 71ST ST,
1532,22DS02242M,2022-01-05,51 E 71ST ST,STRTSAN,500.0,2022,1,2022-01-05,2021-2022,Chicago,Illinois,51 E 71ST ST,
1533,22DS02244M,2022-01-05,7101 S MICHIGAN AVE,STRTSAN,500.0,2022,1,2022-01-05,2021-2022,Chicago,Illinois,7101 S MICHIGAN AVE,
1534,22DS02245M,2022-01-05,119 E 71ST ST,STRTSAN,500.0,2022,1,2022-01-05,2021-2022,Chicago,Illinois,119 E 71ST ST,
